name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Paul Gervase|LAD|5.0|0|0|0|1.8|1.4|5|0|0|1|5|2|0|21
Chase Burns|CIN|59.0|6|0|0|1.83|0.95|64|7|7|12|38|18|0|227
Matt Gage|SFG|19.3|3|1|5|1.86|1.19|13|2|0|4|12|11|0|79
Daniel Palencia|CHC|9.7|1|3|0|1.86|1.45|11|1|0|2|10|4|0|42
Chris Sale|ATL|62.0|7|0|0|1.89|0.87|72|6|9|13|40|14|5|241
Jacob Misiorowski|MIL|57.0|4|0|0|1.89|0.88|88|4|5|12|32|18|5|224
José A. Ferrer|SEA|23.7|0|3|6|1.9|1.27|22|1|0|5|27|3|3|103
Jacob Latz|TEX|23.7|1|5|2|1.9|0.59|21|1|0|5|9|5|0|86
Brenan Hanifee|DET|9.3|0|0|0|1.93|1.07|5|1|0|2|9|1|0|37
Hoby Milner|CHC|23.3|1|1|3|1.93|0.94|10|2|0|5|16|6|2|92
Tyler Alexander|TEX|23.0|1|2|4|1.96|1.26|19|1|0|5|23|6|2|97
Bryce Elder|ATL|68.7|4|0|0|1.97|0.99|60|5|8|15|47|21|2|273
Jhoan Duran|PHI|13.7|1|8|0|1.98|1.1|22|1|0|3|10|5|0|54
Zack Wheeler|PHI|31.7|3|0|0|1.99|0.88|30|1|4|7|21|7|1|120
Joe Mantiply|TOR|17.7|1|0|0|2.04|1.13|16|1|0|4|16|4|1|71
Davis Martin|CHW|61.7|7|0|0|2.04|1.02|66|3|7|14|51|12|3|241
Taylor Clarke|ARI|21.7|1|0|11|2.08|0.74|9|1|0|5|13|3|2|82
Jack Dreyer|LAD|21.7|2|0|3|2.08|0.97|24|1|0|5|15|6|1|84
Peyton Gray|TEX|13.0|0|0|1|2.08|1.23|11|0|0|3|9|7|0|56
Brent Headrick|NYY|26.0|3|0|7|2.08|1.27|29|2|0|6|24|9|0|110
Ben Brown|CHC|38.7|1|1|2|2.09|0.98|40|1|0|9|26|12|1|154
Keaton Winn|SFG|21.3|0|0|10|2.11|0.8|20|0|0|5|10|7|0|78
Chase Silseth|LAA|17.0|1|0|3|2.12|1.59|16|1|0|4|14|13|1|77
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Spencer Miles|TOR|29.0|1|0|1|2.17|1.03|29|2|0|7|22|8|0|116
Fernando Cruz|NYY|20.7|3|0|10|2.18|1.31|30|2|0|5|14|13|2|89
John King|MIA|20.7|1|1|3|2.18|0.68|17|2|0|5|7|7|2|77
Will Klein|LAD|20.3|1|1|4|2.21|1.18|21|0|0|5|18|6|1|84
Eduardo Rodriguez|ARI|60.3|4|0|0|2.24|1.19|43|4|5|15|49|23|0|247
Jake Eder|LAD|4.0|1|0|0|2.25|1.0|1|0|0|1|3|1|0|15
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Seth Halvorsen|COL|8.0|0|0|2|2.25|1.75|8|0|0|2|6|8|0|38
Carlos Rodriguez|MIL|4.0|0|0|0|2.25|1.25|5|1|0|1|5|0|0|17
Kevin Kelly|TBR|23.7|3|2|11|2.28|0.72|17|1|0|6|13|4|1|84
Eduard Bazardo|SEA|23.3|3|0|9|2.31|1.33|22|2|0|6|22|9|1|99
Michael King|SDP|58.3|4|0|0|2.31|1.06|59|4|5|15|38|24|4|229
Gregory Soto|PIT|23.3|3|4|6|2.31|0.81|29|1|0|6|10|9|1|89
Wilber Dotel|PIT|7.7|0|0|1|2.35|1.04|6|1|0|2|5|3|0|31
Wandy Peralta|SDP|23.0|0|0|2|2.35|1.35|17|3|0|6|22|9|1|95
Jared Shuster|STL|7.7|0|0|0|2.35|1.17|2|0|0|2|6|3|0|32
Trent Thornton|CHC|7.7|2|0|0|2.35|0.78|5|1|0|2|4|2|0|28
Ty Madden|DET|11.3|0|0|0|2.38|0.79|12|1|0|3|7|2|0|43
Clay Holmes|NYM|52.7|4|0|0|2.39|1.1|45|3|4|14|40|18|1|215
Michael McGreevy|STL|56.3|3|0|0|2.4|0.99|37|7|6|15|44|12|0|217
Ranger Suarez|BOS|48.7|2|0|0|2.4|1.01|43|3|3|13|35|14|0|188
Joel Kuhnel|ATH|18.7|1|4|3|2.41|1.07|10|1|0|5|15|5|2|76
Luis Medina|ATH|18.7|1|0|2|2.41|1.18|18|1|0|5|13|9|1|79
Shane Drohan|MIL|22.3|2|1|2|2.42|1.21|22|0|0|6|19|8|0|95
José Soriano|LAA|66.3|6|0|0|2.44|1.07|74|5|6|18|44|27|1|265
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|4|2|0|26
Parker Messick|CLE|58.7|5|0|0|2.45|1.02|64|6|4|16|43|17|1|226
Orlando Ribalta|WSH|11.0|0|1|1|2.45|1.09|9|0|0|3|8|4|0|45
Payton Tolle|BOS|36.7|2|0|0|2.45|0.82|39|3|4|10|21|9|1|140
Casey Mize|DET|43.7|2|0|0|2.47|0.98|43|2|5|12|32|11|1|171
Richard Lovelady|WSH|21.7|2|3|3|2.49|1.62|20|2|0|6|21|14|1|97
Sam Bachman|LAA|25.0|0|0|9|2.52|0.96|25|2|0|7|14|10|1|97
Bryan Baker|TBR|21.3|1|14|1|2.53|1.03|25|1|0|6|13|9|0|86
Ryan Helsley|BAL|10.7|0|7|0|2.53|1.31|15|0|0|3|7|7|0|46
Caleb Kilian|SFG|21.3|1|2|3|2.53|1.13|22|3|0|6|12|12|1|88
Cade Smith|CLE|24.7|2|17|0|2.55|1.09|36|1|0|7|22|5|0|99
Orion Kerkering|PHI|17.3|2|1|1|2.6|1.21|14|2|0|5|14|7|1|75
Aaron Ashby|MIL|31.0|8|0|1|2.61|1.42|46|1|0|9|27|17|1|134
Coleman Crow|MIL|10.3|0|0|0|2.61|0.77|7|0|0|3|7|1|1|40
Juan Morillo|ARI|20.7|1|1|8|2.61|0.97|23|1|0|6|13|7|2|85
Kai-Wei Teng|HOU|31.0|2|0|3|2.61|1.1|30|3|0|9|22|12|2|125
Paul Skenes|PIT|55.0|6|0|0|2.62|0.71|63|5|5|16|31|8|4|208
Chad Patrick|MIL|41.0|2|2|2|2.63|1.2|29|2|1|12|32|17|0|165
Alex Vesia|LAD|17.0|1|2|4|2.65|0.94|23|0|0|5|8|8|0|67
Cooper Criswell|SEA|20.3|1|1|3|2.66|1.08|18|3|0|6|17|5|1|78
Garrett Acton|MIN|6.7|1|0|0|2.7|1.05|9|0|0|2|4|3|1|28
Nolan Hoffman|PHI|3.3|0|0|0|2.7|1.8|2|0|0|1|5|1|0|15
Tarik Skubal|DET|43.3|3|0|0|2.7|0.95|45|2|5|13|35|6|1|166
Walbert Ureña|LAA|33.3|1|0|1|2.7|1.35|30|2|3|10|26|19|1|145
Michael Wacha|KCR|63.3|4|0|0|2.7|1.03|55|7|8|19|45|20|3|249
Tyler Glasnow|LAD|39.7|3|0|0|2.72|0.83|49|5|4|12|20|13|0|148
Logan Henderson|MIL|23.0|2|0|0|2.74|1.04|30|2|1|7|18|6|0|90
Tim Hill|NYY|19.7|0|0|8|2.75|1.07|8|1|0|6|17|4|1|80
Tyler Davis|CHW|13.0|2|0|0|2.77|0.85|12|1|0|4|3|8|0|49
Didier Fuentes|ATL|19.3|3|0|2|2.79|1.03|23|1|0|6|13|7|2|80
Jonathan Loáisiga|ARI|19.3|1|1|4|2.79|1.03|12|1|0|6|17|3|1|76
Cal Quantrill|TEX|19.3|2|0|0|2.79|1.24|13|1|0|6|16|8|1|80
Caleb Thielbar|CHC|9.7|2|2|1|2.79|1.24|11|2|0|3|7|5|0|42
Garrett Whitlock|BOS|19.3|3|0|9|2.79|1.03|24|2|0|6|14|6|0|78
Jovani Morán|BOS|25.7|0|0|1|2.81|1.13|29|4|0|8|15|14|1|105
Kody Funderburk|MIN|16.0|1|1|6|2.81|1.38|10|1|0|5|9|13|2|70
Bryan King|HOU|22.3|0|5|4|2.82|1.3|17|0|0|7|20|9|3|97
Shane McClanahan|TBR|44.7|5|0|0|2.82|1.05|47|2|1|14|30|17|0|182
Lake Bachar|MIA|25.3|0|0|1|2.84|0.91|27|2|0|8|14|9|2|101
Gavin Collyer|TEX|12.7|1|0|0|2.84|1.11|10|0|0|4|6|8|3|53
Jaden Hill|COL|19.0|0|0|9|2.84|1.37|21|1|0|6|17|9|0|84
Brant Hurter|DET|25.3|4|0|1|2.84|1.07|18|1|0|8|15|12|1|101
Max Meyer|MIA|53.7|4|0|0|2.85|1.12|60|4|2|17|41|19|3|225
Martín Pérez|ATL|41.0|2|0|0|2.85|1.0|38|5|1|13|28|13|2|163
Taj Bradley|MIN|47.0|4|0|0|2.87|1.19|52|5|5|15|39|17|2|199
Braxton Ashcraft|PIT|62.3|3|0|0|2.89|1.03|65|6|6|20|48|16|3|246
Jacob Webb|CHC|21.7|0|1|2|2.91|1.38|25|3|0|7|22|8|0|94
Clayton Beeter|WSH|12.3|1|2|2|2.92|1.14|13|2|0|4|5|9|1|53
Gabe Speier|SEA|12.3|0|1|5|2.92|1.54|12|1|0|4|14|5|1|56
Sonny Gray|BOS|40.0|5|0|0|2.93|1.13|30|4|4|13|36|9|2|163
Braydon Fisher|TOR|27.7|2|0|5|2.93|1.05|28|2|0|9|18|11|2|106
Randy Vásquez|SDP|54.7|5|0|0|2.96|1.19|45|5|4|18|49|16|3|224
J.T. Ginn|ATH|51.3|2|0|0|2.98|1.07|44|6|3|17|38|17|2|203
Dylan Cease|TOR|57.3|3|0|0|2.98|1.22|84|3|4|19|45|25|3|239
Jalen Beeks|TEX|21.0|2|0|5|3.0|1.19|17|3|0|7|17|8|0|87
Hogan Harris|ATH|24.0|2|4|7|3.0|1.67|26|2|0|8|21|19|2|114
Sam Moll|CIN|21.0|1|0|2|3.0|1.19|20|2|0|7|14|11|3|90
Alan Rangel|PHI|3.0|0|0|0|3.0|1.0|5|0|0|1|3|0|0|12
Spencer Strider|ATL|21.0|2|0|0|3.0|1.14|27|4|2|7|12|12|0|82
Blade Tidwell|SFG|12.0|0|1|1|3.0|1.08|10|1|0|4|10|3|1|47
Joe Ryan|MIN|56.7|3|0|0|3.02|0.97|61|3|6|19|41|14|3|225
Sean Newcomb|CHW|29.7|0|1|3|3.03|1.18|26|1|0|10|27|8|4|123
JoJo Romero|STL|23.7|0|0|14|3.04|1.18|21|3|0|8|19|9|1|97
Joey Cantillo|CLE|56.0|4|0|0|3.05|1.32|51|6|2|19|47|27|1|233
Emerson Hancock|SEA|58.7|3|0|0|3.07|1.06|60|8|6|20|49|13|2|229
Justin Wrobleski|LAD|55.7|6|0|0|3.07|1.11|31|3|5|19|48|14|2|227
Scott Barlow|ATH|23.3|1|0|8|3.09|0.86|21|2|0|8|11|9|5|95
Tyler Wells|BAL|23.3|0|0|7|3.09|1.2|22|2|0|8|22|6|1|96
Brad Lord|WSH|32.0|2|0|4|3.09|1.09|26|4|0|11|29|6|3|134
Ryan Thompson|ARI|17.3|2|0|4|3.12|1.21|12|2|0|6|15|6|1|72
Riley O'Brien|STL|23.0|3|13|1|3.13|1.0|25|1|0|8|20|3|5|92
Andrew Alvarez|WSH|11.3|1|1|1|3.18|0.97|15|1|0|4|9|2|0|43
Carter Baumler|TEX|5.7|0|0|0|3.18|1.76|6|1|0|2|4|6|1|27
Burch Smith|DET|17.0|0|0|0|3.18|1.47|20|2|0|6|18|7|0|73
Drew Rasmussen|TBR|48.0|4|0|0|3.19|1.0|45|7|4|17|39|9|1|194
Grant Anderson|MIL|19.7|1|0|5|3.2|1.12|17|3|0|7|15|7|0|75
Kevin Ginkel|ARI|19.7|1|0|2|3.2|1.07|24|1|0|7|16|5|0|80
Max Fried|NYY|61.7|4|0|0|3.21|1.01|50|1|6|22|43|19|2|240
Jesse Scholtens|TBR|36.3|5|0|0|3.22|1.21|29|7|0|13|33|11|3|155
Paul Blackburn|NYY|22.3|2|0|0|3.22|1.43|15|1|0|8|22|10|1|95
Kevin Gausman|TOR|64.0|4|0|0|3.23|1.05|61|6|7|23|57|10|0|258
Gavin Williams|CLE|69.3|7|0|0|3.25|1.11|84|9|5|25|55|22|1|277
Lucas Erceg|KCR|19.3|3|11|1|3.26|1.45|17|0|0|7|15|13|0|80
Edgardo Henriquez|LAD|19.3|2|0|2|3.26|1.03|18|1|0|7|12|8|2|77
John Schreiber|KCR|19.3|0|1|1|3.26|1.45|11|3|0|7|18|10|1|84
Landen Roupp|SFG|55.0|5|0|0|3.27|1.15|61|2|5|20|42|21|2|224
Michael Soroka|ARI|55.0|6|0|0|3.27|1.25|57|4|4|20|55|14|4|233
Zack Kelly|BOS|16.3|0|0|3|3.31|1.29|14|1|0|6|14|7|1|71
Blake Treinen|LAD|16.3|1|0|6|3.31|1.35|15|2|0|6|16|6|1|71
Aaron Civale|ATH|51.7|5|0|0|3.31|1.39|37|9|1|19|56|16|1|224
Freddy Peralta|NYM|54.3|3|0|0|3.31|1.25|54|6|3|20|43|25|2|233
Yoshinobu Yamamoto|LAD|57.0|3|0|0|3.32|0.96|56|9|7|21|43|12|1|221
PJ Poulin|WSH|21.7|3|2|4|3.32|1.48|16|3|0|8|18|14|1|96
JT Brubaker|SFG|24.3|0|0|0|3.33|1.52|18|1|0|9|23|14|0|106
Connelly Early|BOS|54.0|4|0|0|3.33|1.19|50|9|4|20|45|19|5|226
Franco Aleman|CLE|2.7|0|0|1|3.38|1.5|1|1|0|1|3|1|0|10
Jack Anderson|BOS|8.0|0|0|0|3.38|1.25|6|1|0|3|8|2|0|32
Brandan Bidois|PIT|5.3|0|0|0|3.38|1.31|4|2|0|2|4|3|0|21
Robert Garcia|TEX|8.0|0|0|2|3.38|1.5|6|0|0|3|5|7|0|34
Codi Heuer|CLE|2.7|0|0|1|3.38|1.5|3|0|0|1|3|1|0|11
Shota Imanaga|CHC|58.7|4|0|0|3.38|1.04|61|7|6|22|45|16|0|235
Kenley Jansen|DET|13.3|1|7|1|3.38|1.05|19|3|0|5|8|6|0|53
Tyler Uberstine|BOS|2.7|0|0|0|3.38|1.5|2|1|0|1|3|1|0|11
Austin Voth|TOR|2.7|0|0|0|3.38|1.5|1|0|0|1|3|1|0|12
Luke Weaver|NYM|21.3|2|0|6|3.38|1.13|22|2|0|8|16|8|1|88
Jeremiah Estrada|SDP|15.7|1|1|5|3.45|1.02|18|2|0|6|9|7|0|61
George Kirby|SEA|62.7|5|0|0|3.45|1.18|52|6|5|24|58|16|2|251
Connor Seabold|DET|15.7|1|0|0|3.45|1.4|14|2|0|6|17|5|1|69
Albert Suárez|BAL|15.7|1|1|0|3.45|1.28|9|3|0|6|11|9|0|66
José Fermin|LAA|10.3|1|0|0|3.48|1.26|10|1|0|4|7|6|2|46
George Soriano|STL|20.7|2|2|8|3.48|1.21|17|3|0|8|15|10|1|87
Mitch Farris|LAA|18.0|0|0|0|3.5|1.5|15|4|0|7|22|5|0|76
Bryan Woo|SEA|59.0|4|0|0|3.51|0.98|55|6|7|23|46|12|2|233
Travis Adams|MIN|7.7|1|0|0|3.52|1.17|9|0|0|3|6|3|0|33
Eric Orze|MIN|23.0|2|1|5|3.52|1.39|19|0|0|9|19|13|0|100
Griffin Jax|TBR|28.0|1|0|2|3.54|1.36|24|4|0|11|23|15|0|117
Yohan Ramírez|PIT|28.0|2|1|2|3.54|1.32|34|1|0|11|21|16|6|124
Reynaldo López|ATL|30.3|2|0|1|3.56|1.38|27|6|1|12|28|14|1|131
Tobias Myers|NYM|30.3|0|1|2|3.56|1.05|23|5|0|12|25|7|0|121
Peter Lambert|HOU|35.3|2|0|0|3.57|1.08|35|2|3|14|24|14|3|144
Nolan McLean|NYM|58.0|2|0|0|3.57|1.03|69|6|5|23|43|17|5|234
Brock Burke|CIN|22.7|1|1|5|3.57|1.5|25|2|0|9|20|14|1|102
Ryan Weathers|NYY|50.3|2|0|0|3.58|1.13|61|8|3|20|44|13|0|204
Kumar Rocker|TEX|45.0|2|0|0|3.6|1.38|37|4|2|18|42|20|1|194
Gregory Santos|SFG|5.0|0|0|0|3.6|1.6|1|0|0|2|5|3|0|22
Brandon Woodruff|MIL|30.0|2|0|0|3.6|1.03|25|4|2|12|24|7|1|121
Will Warren|NYY|52.3|6|0|0|3.61|1.18|62|6|3|21|49|13|1|220
Nathan Eovaldi|TEX|54.7|5|0|0|3.62|1.15|55|10|5|22|51|12|4|227
Bailey Ober|MIN|57.0|5|0|0|3.63|1.07|40|7|4|23|44|17|2|232
Casey Legumina|TBR|19.7|1|0|1|3.66|1.47|13|0|0|8|23|6|3|87
Gus Varland|WSH|19.7|1|4|5|3.66|1.42|19|1|0|8|21|7|0|86
Seth Lugo|KCR|58.7|1|0|0|3.68|1.4|51|2|6|24|61|21|0|246
Zach Pop|PHI|7.3|0|0|0|3.68|1.09|6|0|0|3|5|3|1|31
Cole Sulser|TBR|22.0|1|2|4|3.68|1.36|16|1|0|9|21|9|0|95
Graham Ashcraft|CIN|24.3|1|1|9|3.7|1.32|27|2|0|10|16|16|0|100
Steven Matz|TBR|41.3|4|0|0|3.7|1.11|33|6|3|17|31|15|1|166
Brennan Bernardino|COL|19.3|2|0|3|3.72|1.34|14|1|0|8|21|5|1|83
Pierce Johnson|CIN|19.3|1|1|4|3.72|1.34|19|3|0|8|18|8|0|83
Tyler Kinley|ATL|21.7|4|0|6|3.74|1.29|23|4|0|9|19|9|1|93
Tanner Bibee|CLE|60.0|0|0|0|3.75|1.25|52|7|5|25|54|21|1|250
Anthony Bender|MIA|19.0|1|1|4|3.79|1.05|20|0|0|8|12|8|2|79
Mason Montgomery|PIT|19.0|1|0|5|3.79|1.32|26|3|0|8|17|8|0|81
Grant Holmes|ATL|47.3|3|0|0|3.8|1.27|38|7|4|20|38|22|0|201
Justin Sterner|ATH|23.7|2|0|8|3.8|1.27|24|3|0|10|23|7|0|100
Keider Montero|DET|49.3|2|0|0|3.83|1.01|32|6|3|21|36|14|0|196
Cade Cavalli|WSH|53.7|2|0|0|3.86|1.43|61|3|4|23|58|19|10|243
Angel Chivilli|NYY|2.3|0|0|0|3.86|2.14|3|1|0|1|2|3|1|13
Mitch Keller|PIT|58.3|4|0|0|3.86|1.06|41|4|6|25|46|16|2|232
Nick Mears|KCR|18.7|2|0|5|3.86|1.34|14|2|0|8|16|9|0|77
Tommy Nance|TOR|21.0|0|0|1|3.86|1.14|25|1|0|9|16|8|0|85
Cody Ponce|TOR|2.3|0|0|0|3.86|0.86|3|0|0|1|1|1|0|10
Taylor Rogers|MIN|18.7|0|1|5|3.86|1.55|14|0|0|8|23|6|1|83
Ryan Rolison|CHC|14.0|3|0|0|3.86|1.29|14|3|0|6|12|6|0|57
Matt Strahm|KCR|16.3|1|0|8|3.86|1.29|17|3|0|7|14|7|1|71
Tomoyuki Sugano|COL|53.7|4|0|0|3.86|1.23|28|9|3|23|51|15|1|222
Jacob deGrom|TEX|53.7|3|0|0|3.86|1.02|64|12|3|23|44|11|0|215
Chase Dollander|COL|44.0|3|0|0|3.89|1.3|47|6|1|19|39|18|3|189
Brad Keller|PHI|20.7|2|3|4|3.92|1.16|24|3|0|9|18|6|1|85
Michael Petersen|MIA|18.3|1|1|5|3.93|1.15|19|1|0|8|14|7|0|74
Paul Sewald|ARI|18.3|1|11|0|3.93|0.82|21|3|0|8|9|6|1|71
Kyle Leahy|STL|45.7|5|0|0|3.94|1.55|34|6|1|20|51|20|3|205
Dietrich Enns|BAL|13.7|1|0|0|3.95|1.61|11|0|0|6|11|11|0|61
Carmen Mlodzinski|PIT|50.0|4|0|0|3.96|1.4|44|2|1|22|53|17|2|216
Andrew Abbott|CIN|56.7|4|0|0|3.97|1.46|38|7|3|25|57|26|0|247
Shawn Armstrong|CLE|11.3|1|0|4|3.97|1.41|15|2|0|5|8|8|1|50
Drew Anderson|DET|31.7|1|1|2|3.98|1.26|38|3|0|14|26|14|1|134
Mick Abel|MIN|20.3|1|0|0|3.98|1.57|23|0|2|9|22|10|3|93
Edward Cabrera|CHC|54.0|3|0|0|4.0|1.35|47|8|4|24|53|20|1|227
Sandy Alcantara|MIA|69.7|3|0|0|4.0|1.28|48|6|7|31|69|20|1|292
