name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Elly De La Cruz|CIN|130|10|26|24|8|37|13|34|117|0|0|5|0|0.291|0.362|0.59
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Kyle Isbel|KCR|80|3|11|8|5|19|4|20|69|0|3|3|0|0.29|0.355|0.464
Sal Stewart|CIN|126|9|19|29|7|23|17|31|107|2|0|6|0|0.29|0.381|0.598
Bobby Witt Jr.|KCR|130|2|8|15|10|21|14|33|114|2|0|9|1|0.289|0.362|0.439
Andrés Giménez|TOR|103|3|9|16|4|16|4|28|97|1|0|6|1|0.289|0.314|0.464
Jorbit Vivas|WSH|72|0|11|3|0|8|6|17|59|1|4|3|0|0.288|0.386|0.339
Brandon Nimmo|TEX|137|4|14|12|1|27|11|35|122|1|3|7|1|0.287|0.358|0.459
Xander Bogaerts|SDP|118|5|14|17|3|16|13|30|105|0|0|2|0|0.286|0.364|0.448
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Austin Hedges|CLE|39|0|7|2|0|8|3|10|35|1|0|2|0|0.286|0.333|0.343
Jorge Mateo|ATL|30|1|9|3|2|12|2|8|28|0|0|1|0|0.286|0.333|0.429
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Max Muncy|LAD|112|9|22|11|0|28|14|28|98|0|0|3|0|0.286|0.375|0.592
Casey Schmitt|SFG|92|4|10|13|1|19|4|24|84|1|3|8|0|0.286|0.337|0.524
Leody Taveras|BAL|75|2|9|15|1|15|11|18|63|0|0|3|0|0.286|0.392|0.429
Colby Thomas|ATH|8|0|0|1|0|4|1|2|7|0|0|0|0|0.286|0.375|0.286
Jonny DeLuca|TBR|63|2|12|13|2|11|3|17|60|0|0|5|0|0.283|0.317|0.467
Jordan Walker|STL|120|8|22|19|5|38|12|30|106|1|1|4|0|0.283|0.358|0.547
Nolan Arenado|ARI|98|4|14|14|0|19|5|26|92|1|0|2|0|0.283|0.316|0.435
Ryan Jeffers|MIN|88|3|14|18|1|15|15|20|71|0|1|2|1|0.282|0.414|0.465
Mauricio Dubón|ATL|110|2|15|14|0|19|6|29|103|0|1|8|1|0.282|0.327|0.437
MJ Melendez|NYM|27|1|3|2|0|11|2|7|25|0|0|3|0|0.28|0.333|0.52
Corbin Carroll|ARI|108|3|18|17|4|29|16|25|90|1|1|6|4|0.278|0.389|0.533
Angel Martínez|CLE|97|5|12|15|5|19|3|25|90|0|2|6|0|0.278|0.316|0.511
Ronny Mauricio|NYM|18|0|2|1|0|6|0|5|18|0|0|0|0|0.278|0.278|0.278
Shohei Ohtani|LAD|134|6|21|13|3|32|20|30|108|2|3|6|0|0.278|0.398|0.5
Cole Young|SEA|122|3|19|16|1|27|11|30|108|1|2|3|1|0.278|0.352|0.407
Carlos Correa|HOU|117|2|20|14|1|20|15|28|101|1|0|7|0|0.277|0.368|0.406
Nathaniel Lowe|CIN|52|4|6|11|0|8|5|13|47|0|0|3|0|0.277|0.346|0.596
José Tena|WSH|50|1|8|7|0|15|2|13|47|0|1|1|0|0.277|0.32|0.362
Nick Fortes|TBR|81|1|5|8|0|10|2|21|76|0|3|5|0|0.276|0.321|0.382
José Fermín|STL|34|1|2|4|0|7|3|8|29|1|0|2|0|0.276|0.333|0.448
Nick Loftin|KCR|34|0|7|7|0|3|5|8|29|0|0|3|0|0.276|0.382|0.379
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Jeff McNeil|ATH|100|1|8|6|1|12|9|24|87|1|2|5|0|0.276|0.354|0.368
Matt Shaw|CHC|76|2|8|9|2|14|5|19|69|1|0|5|0|0.275|0.32|0.435
Gabriel Moreno|ARI|45|0|6|5|0|8|3|11|40|1|1|5|0|0.275|0.333|0.4
Jacob Wilson|ATH|122|2|11|15|1|15|1|33|120|1|0|6|0|0.275|0.279|0.375
Ceddanne Rafaela|BOS|101|1|13|10|0|22|6|25|91|0|4|4|2|0.275|0.347|0.396
Matt Chapman|SFG|122|1|15|12|0|26|11|30|110|0|1|5|1|0.273|0.344|0.364
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Billy Cook|PIT|11|0|5|0|2|4|0|3|11|0|0|0|0|0.273|0.273|0.273
Jake Mangum|PIT|72|0|11|3|5|16|5|18|66|0|0|2|0|0.273|0.324|0.303
Tristan Peters|CHW|71|0|5|3|2|18|4|18|66|0|0|1|1|0.273|0.314|0.318
Will Smith|LAD|98|3|11|15|0|16|9|24|88|1|0|1|0|0.273|0.337|0.386
Connor Wong|BOS|39|0|2|5|1|6|4|9|33|0|1|5|0|0.273|0.368|0.424
William Contreras|MIL|115|2|15|16|0|13|12|28|103|0|0|6|0|0.272|0.348|0.388
Jeremiah Jackson|BAL|96|5|9|19|1|22|2|25|92|1|1|2|0|0.272|0.292|0.457
Oswald Peraza|LAA|91|4|10|8|5|24|7|22|81|0|2|4|0|0.272|0.344|0.469
Brice Turang|MIL|120|4|22|18|7|28|22|26|96|1|0|6|1|0.271|0.403|0.479
Freddie Freeman|LAD|123|3|11|15|0|14|11|30|111|0|1|7|1|0.27|0.341|0.432
Dominic Canzone|SEA|70|3|9|12|1|15|5|17|63|1|1|6|0|0.27|0.329|0.508
Tyler Freeman|COL|61|0|3|7|2|7|2|14|52|0|4|1|0|0.269|0.345|0.288
Maikel Garcia|KCR|117|2|15|10|2|21|12|28|104|1|0|6|1|0.269|0.342|0.404
Tristan Gray|MIN|58|3|7|13|0|19|3|14|52|1|1|1|0|0.269|0.316|0.462
Daylen Lile|WSH|131|3|18|14|1|21|12|32|119|0|0|7|0|0.269|0.336|0.403
Bryce Harper|PHI|123|6|16|19|1|21|14|29|108|1|0|6|1|0.269|0.35|0.509
Jake McCarthy|COL|64|0|5|6|6|12|4|15|56|0|1|5|1|0.268|0.328|0.393
CJ Abrams|WSH|122|7|15|21|5|21|13|27|101|2|6|3|0|0.267|0.377|0.505
Heliot Ramos|SFG|107|3|11|14|0|33|6|27|101|0|0|6|0|0.267|0.308|0.416
Adam Frazier|LAA|58|1|12|5|0|17|6|13|49|0|1|3|1|0.265|0.357|0.429
Masataka Yoshida|BOS|59|0|5|5|1|7|9|13|49|0|1|3|0|0.265|0.39|0.327
Carter Jensen|KCR|95|6|13|16|0|26|10|22|83|1|1|2|0|0.265|0.347|0.506
Jesús Sánchez|TOR|93|4|10|15|0|18|5|22|83|3|2|4|0|0.265|0.312|0.458
Oneil Cruz|PIT|127|9|21|25|10|45|9|31|117|0|1|5|0|0.265|0.323|0.538
José Caballero|NYY|109|3|12|11|12|24|4|27|102|0|3|5|0|0.265|0.312|0.402
Alec Burleson|STL|125|3|13|20|1|17|14|29|110|1|0|8|0|0.264|0.344|0.418
Ezequiel Duran|TEX|62|1|7|8|3|13|5|15|57|0|0|4|0|0.263|0.323|0.386
Brayan Rocchio|CLE|109|3|11|17|1|11|10|25|95|0|2|3|0|0.263|0.346|0.389
Amed Rosario|NYY|63|4|7|13|0|11|4|15|57|2|0|1|1|0.263|0.302|0.526
Edmundo Sosa|PHI|40|1|4|7|1|8|2|10|38|0|0|3|0|0.263|0.3|0.421
Jo Adell|LAA|135|4|13|19|2|27|4|33|126|1|4|2|0|0.262|0.304|0.373
Aaron Judge|NYY|131|12|25|20|5|35|21|28|107|0|2|5|0|0.262|0.392|0.645
Jake Bauers|MIL|100|5|17|17|3|20|8|24|92|0|0|4|0|0.261|0.32|0.467
Masyn Winn|STL|104|1|13|13|3|23|9|24|92|1|2|5|1|0.261|0.337|0.37
TJ Rumfield|COL|117|3|9|16|0|19|11|27|104|1|1|5|1|0.26|0.333|0.413
J.T. Realmuto|PHI|61|1|5|4|0|11|5|14|54|0|2|2|0|0.259|0.344|0.352
Trevor Larnach|MIN|78|1|11|8|1|14|16|16|62|0|0|4|1|0.258|0.41|0.403
Chase Meidroth|CHW|122|1|17|3|1|27|13|27|105|1|0|5|0|0.257|0.336|0.333
Junior Caminero|TBR|127|8|17|15|0|20|13|29|113|1|0|3|0|0.257|0.331|0.496
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Spencer Horwitz|PIT|94|2|10|8|0|15|13|20|78|2|1|2|0|0.256|0.362|0.359
Alex Bregman|CHC|138|3|10|11|1|21|15|31|121|1|1|3|1|0.256|0.341|0.372
Julio Rodríguez|SEA|135|2|14|12|3|30|12|31|121|0|2|6|0|0.256|0.333|0.355
Luke Raley|SEA|89|5|11|13|0|32|5|21|82|0|2|4|1|0.256|0.315|0.512
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Ramón Laureano|SDP|119|4|14|18|3|34|10|27|106|2|1|4|2|0.255|0.319|0.443
Trea Turner|PHI|130|3|18|10|3|24|12|30|118|0|0|5|0|0.254|0.323|0.373
Brandon Lockridge|MIL|81|0|6|8|5|22|9|18|71|0|0|3|0|0.254|0.338|0.296
Dillon Dingler|DET|100|5|11|19|0|16|7|22|87|0|4|5|0|0.253|0.337|0.483
Willson Contreras|BOS|124|6|15|19|0|36|14|26|103|1|6|3|0|0.252|0.371|0.456
Nick Allen|HOU|22|0|5|0|0|5|2|5|20|0|0|1|0|0.25|0.318|0.3
Jac Caglianone|KCR|94|2|11|4|0|30|8|21|84|0|2|5|1|0.25|0.33|0.405
Nathan Church|STL|83|5|12|13|3|19|4|19|76|2|1|1|0|0.25|0.289|0.461
Jake Fraley|TBR|63|2|4|4|2|15|7|14|56|0|0|6|0|0.25|0.333|0.464
Zack Gelof|ATH|30|1|6|4|2|8|1|7|28|0|0|1|0|0.25|0.276|0.393
Hunter Goodman|COL|111|7|19|11|1|43|8|25|100|0|3|6|0|0.25|0.324|0.52
Bryce Johnson|SDP|22|0|3|2|4|8|1|5|20|0|0|2|0|0.25|0.286|0.35
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Pedro Pagés|STL|67|3|7|8|2|14|3|15|60|1|2|2|0|0.25|0.303|0.433
Geraldo Perdomo|ARI|102|1|11|6|6|13|14|21|84|2|0|3|3|0.25|0.35|0.393
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Kyle Stowers|MIA|36|0|4|1|0|6|3|8|32|0|1|3|0|0.25|0.333|0.344
Andrew Vaughn|MIL|4|0|0|1|0|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Ben Williamson|TBR|89|0|13|10|2|19|8|20|80|0|0|5|1|0.25|0.318|0.338
Ronald Acuña Jr.|ATL|136|2|15|9|6|26|18|28|113|2|3|7|1|0.248|0.36|0.381
Jose Altuve|HOU|125|3|19|8|1|24|16|27|109|0|0|7|0|0.248|0.344|0.394
Fernando Tatis Jr.|SDP|127|0|11|12|7|32|13|27|109|3|1|4|0|0.248|0.325|0.284
Mike Trout|LAA|140|9|28|20|5|27|32|26|105|0|3|5|0|0.248|0.436|0.552
Samuel Basallo|BAL|87|5|10|9|0|20|10|19|77|0|0|2|0|0.247|0.333|0.468
Marcelo Mayer|BOS|83|1|7|7|2|13|7|18|73|1|1|6|0|0.247|0.317|0.37
Willi Castro|COL|76|1|10|9|2|27|6|17|69|0|1|4|0|0.246|0.316|0.348
David Hamilton|MIL|85|0|13|7|5|14|11|17|69|0|1|2|0|0.246|0.358|0.275
Bryan Reynolds|PIT|132|3|20|17|1|35|23|26|106|1|2|2|1|0.245|0.386|0.368
Chase DeLauter|CLE|112|5|12|16|0|13|13|24|98|1|0|6|1|0.245|0.33|0.48
Justin Crawford|PHI|91|0|8|4|2|19|7|20|82|0|2|5|1|0.244|0.319|0.329
Andruw Monasterio|BOS|45|1|5|8|1|8|4|10|41|0|0|4|0|0.244|0.311|0.415
Brett Sullivan|COL|42|0|1|4|0|9|1|10|41|0|0|4|0|0.244|0.262|0.341
Drew Gilbert|SFG|40|2|4|5|0|9|2|9|37|0|0|0|0|0.243|0.282|0.405
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|1|2|0|0.243|0.326|0.378
Gleyber Torres|DET|128|2|18|9|0|21|23|25|103|1|1|2|0|0.243|0.383|0.32
Brandon Lowe|PIT|113|7|15|19|0|28|13|24|99|0|1|6|0|0.242|0.336|0.515
Bryce Teodosio|LAA|36|0|2|2|2|15|2|8|33|0|0|1|0|0.242|0.286|0.273
Luis García Jr.|WSH|100|1|13|16|2|15|4|23|95|1|0|5|1|0.242|0.27|0.347
Brooks Lee|MIN|100|5|12|15|1|18|8|22|91|0|1|2|0|0.242|0.31|0.429
Hunter Feduccia|TBR|35|0|4|4|0|13|6|7|29|0|0|0|0|0.241|0.371|0.241
Starling Marte|KCR|31|0|2|1|0|10|0|7|29|1|1|3|0|0.241|0.258|0.345
Pete Crow-Armstrong|CHC|124|2|18|10|6|37|9|27|112|0|2|3|1|0.241|0.309|0.339
Nolan Schanuel|LAA|125|3|10|19|0|19|10|27|112|2|1|6|0|0.241|0.304|0.375
Munetaka Murakami|CHW|131|12|22|23|0|45|22|26|108|1|0|0|0|0.241|0.366|0.574
JJ Wetherholt|STL|133|6|25|14|4|23|16|26|108|2|7|3|0|0.241|0.368|0.435
Cody Bellinger|NYY|124|3|18|15|3|17|18|25|104|2|0|4|1|0.24|0.347|0.385
Zach Neto|LAA|146|5|21|15|5|45|20|30|125|0|1|8|0|0.24|0.349|0.424
Michael Massey|KCR|49|1|5|6|0|11|2|11|46|1|0|5|0|0.239|0.265|0.413
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Daulton Varsho|TOR|101|3|10|7|2|19|8|22|92|0|1|5|0|0.239|0.307|0.391
Kyle Tucker|LAD|129|3|20|15|3|28|15|27|113|1|0|5|0|0.239|0.326|0.363
Hao-Yu  Lee|DET|22|1|2|3|0|8|1|5|21|0|0|2|0|0.238|0.273|0.476
Iván Herrera|STL|133|4|14|13|1|19|23|24|101|1|8|6|0|0.238|0.414|0.416
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Bo Bichette|NYM|127|2|13|14|1|27|7|28|118|2|0|5|0|0.237|0.276|0.331
Gary Sánchez|MIL|73|5|10|14|0|16|13|14|59|0|1|2|1|0.237|0.384|0.559
Byron Buxton|MIN|125|7|21|10|1|35|8|27|114|1|2|4|1|0.237|0.296|0.474
James Wood|WSH|145|10|27|21|5|46|29|27|114|0|2|6|0|0.237|0.4|0.553
Jacob Young|WSH|99|2|10|12|1|17|4|22|93|0|1|5|0|0.237|0.276|0.355
Lane Thomas|KCR|67|1|6|5|3|11|12|13|55|0|0|1|0|0.236|0.373|0.309
Dylan Beavers|BAL|81|2|10|8|1|17|7|17|72|1|0|3|0|0.236|0.3|0.361
Garrett Mitchell|MIL|92|1|11|20|5|33|18|17|72|0|1|5|1|0.236|0.396|0.375
Mark Vientos|NYM|79|2|7|7|0|19|6|17|72|1|0|2|0|0.236|0.291|0.347
Colson Montgomery|CHW|123|8|13|20|1|37|10|25|106|0|7|5|0|0.236|0.341|0.509
Josh Bell|MIN|118|3|20|16|0|21|14|24|102|1|1|5|0|0.235|0.331|0.373
Teoscar Hernández|LAD|109|4|16|17|1|31|10|23|98|1|0|4|0|0.235|0.303|0.398
Jorge Soler|LAA|117|6|15|23|0|38|13|23|98|3|3|5|0|0.235|0.333|0.469
Carlos Narváez|BOS|67|2|6|3|1|19|2|15|64|0|0|2|0|0.234|0.258|0.359
Miguel Amaya|CHC|55|2|10|5|0|13|6|11|47|0|2|1|0|0.234|0.345|0.383
Jonah Heim|ATL|34|0|2|2|0|5|4|7|30|0|0|3|0|0.233|0.324|0.333
Connor Norby|MIA|105|3|7|10|2|29|10|21|90|1|4|5|0|0.233|0.333|0.389
Adolis García|PHI|116|3|8|9|1|32|10|24|103|1|2|5|1|0.233|0.31|0.388
Richie Palacios|TBR|55|1|8|5|4|9|8|10|43|1|3|1|0|0.233|0.382|0.326
Gavin Sheets|SDP|91|4|11|12|1|20|4|20|86|0|1|9|0|0.233|0.275|0.477
Nick Kurtz|ATH|130|5|17|12|3|42|31|23|99|0|0|3|0|0.232|0.415|0.414
Manny Machado|SDP|114|4|18|16|1|22|17|22|95|2|0|4|0|0.232|0.342|0.4
Ketel Marte|ARI|117|4|16|10|0|20|9|25|108|0|0|3|0|0.231|0.291|0.37
Kerry Carpenter|DET|91|6|8|17|0|31|9|18|78|2|2|2|1|0.231|0.319|0.513
Leo Jiménez|MIA|17|0|1|0|0|2|3|3|13|0|1|0|0|0.231|0.412|0.231
Agustín Ramírez|MIA|117|2|14|12|3|25|10|24|104|1|2|5|1|0.231|0.308|0.356
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Alex Freeland|LAD|83|1|8|6|0|26|7|17|74|1|0|4|0|0.23|0.293|0.324
Ian Happ|CHC|129|7|20|14|1|37|18|25|109|0|2|4|0|0.229|0.349|0.459
Yainer Diaz|HOU|88|2|6|12|0|14|3|19|83|2|0|4|0|0.229|0.25|0.349
Jonathan Aranda|TBR|128|7|17|25|0|30|19|24|105|3|1|4|0|0.229|0.344|0.467
Derek Hill|CHW|41|1|5|1|4|13|5|8|35|0|0|0|0|0.229|0.325|0.314
Spencer Torkelson|DET|111|5|11|12|0|32|18|21|92|0|1|6|0|0.228|0.36|0.457
Francisco Alvarez|NYM|93|4|8|7|0|18|9|18|79|1|2|2|0|0.228|0.319|0.405
Brady House|WSH|114|3|13|10|1|36|8|24|106|0|0|4|0|0.226|0.281|0.349
Konnor Griffin|PIT|92|2|9|13|6|27|5|19|84|1|2|2|1|0.226|0.283|0.345
Francisco Lindor|NYM|105|2|14|5|2|19|11|21|93|0|1|2|2|0.226|0.314|0.355
Adrian Del Castillo|ARI|52|1|5|10|0|14|3|11|49|0|0|3|0|0.224|0.269|0.347
Joc Pederson|TEX|81|2|11|5|0|21|12|15|67|1|1|1|0|0.224|0.346|0.328
Luis Robert Jr.|NYM|98|2|10|8|2|17|13|19|85|0|0|3|0|0.224|0.327|0.329
Kazuma Okamoto|TOR|115|5|12|13|0|36|12|23|103|0|0|2|0|0.223|0.304|0.388
Andrés Chaparro|WSH|10|0|1|0|0|2|1|2|9|0|0|1|0|0.222|0.3|0.333
Isaac Collins|KCR|85|2|12|8|0|27|11|16|72|0|2|1|0|0.222|0.341|0.319
Jerar Encarnacion|SFG|28|0|1|0|0|6|1|6|27|0|0|1|0|0.222|0.25|0.259
David Fry|CLE|44|1|7|1|0|15|8|8|36|0|0|1|0|0.222|0.364|0.333
Sam Huff|BAL|9|0|1|1|0|5|0|2|9|0|0|1|0|0.222|0.222|0.333
Isaac Paredes|HOU|103|3|12|14|0|18|9|20|90|0|4|4|0|0.222|0.32|0.367
Luis Torrens|NYM|27|0|2|4|0|5|0|6|27|0|0|2|0|0.222|0.222|0.296
Luke Keaschall|MIN|123|1|12|13|7|20|8|25|113|1|1|4|0|0.221|0.276|0.283
José Ramírez|CLE|134|6|19|12|11|17|21|25|113|0|0|6|0|0.221|0.343|0.434
