name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Garrett Acton|MIN|6.7|1|0|0|2.7|1.05|9|0|0|2|4|3|1|28
Aaron Civale|ATH|46.7|5|0|0|2.7|1.39|35|6|1|14|51|14|1|203
Nolan Hoffman|PHI|3.3|0|0|0|2.7|1.8|2|0|0|1|5|1|0|15
Joel Kuhnel|ATH|16.7|0|4|3|2.7|1.08|8|1|0|5|14|4|1|66
Tarik Skubal|DET|43.3|3|0|0|2.7|0.95|45|2|5|13|35|6|1|166
Tyler Glasnow|LAD|39.7|3|0|0|2.72|0.83|49|5|4|12|20|13|0|148
Kevin Kelly|TBR|19.7|2|2|9|2.75|0.76|15|1|0|6|11|4|1|73
Peter Lambert|HOU|29.3|2|0|0|2.76|1.13|29|1|3|9|21|12|2|120
Gavin Collyer|TEX|9.7|1|0|0|2.79|1.24|8|0|0|3|5|7|3|42
Sean Newcomb|CHW|25.7|0|1|3|2.81|1.21|24|0|0|8|23|8|2|107
Kody Funderburk|MIN|16.0|1|1|6|2.81|1.38|10|1|0|5|9|13|2|70
Michael Wacha|KCR|57.3|4|0|0|2.83|0.99|47|7|7|18|39|18|3|224
George Kirby|SEA|57.0|5|0|0|2.84|1.16|46|4|5|18|52|14|2|227
Taj Bradley|MIN|47.0|4|0|0|2.87|1.19|52|5|5|15|39|17|2|199
Nick Mears|KCR|15.7|2|0|5|2.87|1.34|12|1|0|5|13|8|0|65
Casey Mize|DET|31.0|2|0|0|2.9|1.19|35|2|3|10|26|11|1|128
Trevor McDonald|SFG|12.3|1|0|0|2.92|1.05|12|2|1|4|11|2|1|50
Gabe Speier|SEA|12.3|0|1|5|2.92|1.54|12|1|0|4|14|5|1|56
Nolan McLean|NYM|52.3|2|0|0|2.92|0.96|64|4|5|17|35|15|3|203
Alex Vesia|LAD|15.3|1|2|4|2.93|1.04|21|0|0|5|8|8|0|62
Jalen Beeks|TEX|18.3|2|0|5|2.95|1.25|17|2|0|6|15|8|0|77
Jovani Morán|BOS|24.3|0|0|0|2.96|1.19|25|4|0|8|15|14|1|101
Joey Cantillo|CLE|45.3|3|0|0|2.98|1.32|41|5|2|15|40|20|1|188
Grant Anderson|MIL|18.0|1|0|5|3.0|1.11|15|2|0|6|13|7|0|69
Paul Gervase|LAD|3.0|0|0|0|3.0|1.67|5|0|0|1|4|1|0|14
Spencer Miles|TOR|21.0|1|0|0|3.0|1.1|18|2|0|7|18|5|0|86
Mason Montgomery|PIT|18.0|1|0|5|3.0|1.22|26|2|0|6|14|8|0|76
Alan Rangel|PHI|3.0|0|0|0|3.0|1.0|5|0|0|1|3|0|0|12
Blade Tidwell|SFG|12.0|0|1|1|3.0|1.08|10|1|0|4|10|3|1|47
Ryan Weathers|NYY|45.0|2|0|0|3.0|1.11|54|6|3|15|37|13|0|181
Emerson Hancock|SEA|53.7|3|0|0|3.02|1.01|56|8|6|18|44|10|2|207
Robbie Ray|SFG|50.3|3|0|0|3.04|1.17|49|10|4|17|39|20|0|203
Braydon Fisher|TOR|23.7|2|0|5|3.04|1.1|21|1|0|8|16|10|2|91
Cade Smith|CLE|20.7|2|13|0|3.05|1.11|29|1|0|7|19|4|0|83
Calvin Faucher|MIA|17.7|4|1|3|3.06|1.42|17|0|0|6|12|13|0|76
Sam Moll|CIN|17.7|1|0|1|3.06|1.25|16|2|0|6|12|10|3|77
Chad Patrick|MIL|35.3|2|0|1|3.06|1.36|26|2|1|12|31|17|0|147
Jesse Scholtens|TBR|32.3|4|0|0|3.06|1.14|25|5|0|11|27|10|3|136
Ryan Thompson|ARI|14.7|2|0|4|3.07|1.16|10|2|0|5|11|6|1|60
Braxton Ashcraft|PIT|55.3|2|0|0|3.09|1.05|56|5|5|19|44|14|3|219
Sam Bachman|LAA|20.3|0|0|7|3.1|1.03|22|2|0|7|11|10|0|80
Scott Barlow|ATH|20.3|0|0|8|3.1|0.89|18|2|0|7|9|9|4|82
Freddy Peralta|NYM|49.3|3|0|0|3.1|1.22|50|5|3|17|41|19|2|210
J.T. Ginn|ATH|43.3|2|0|0|3.12|1.2|34|5|2|15|36|16|1|175
Kai-Wei Teng|HOU|26.0|1|0|3|3.12|1.08|23|3|0|9|20|8|1|104
Caleb Thielbar|CHC|8.7|2|2|1|3.12|1.27|11|2|0|3|6|5|0|38
Garrett Whitlock|BOS|17.3|2|0|8|3.12|1.1|22|2|0|6|13|6|0|71
PJ Poulin|WSH|20.0|3|2|3|3.15|1.4|15|3|0|7|16|12|1|87
Drew Rasmussen|TBR|42.7|3|0|0|3.16|0.91|43|7|4|15|32|7|0|170
Carter Baumler|TEX|5.7|0|0|0|3.18|1.76|6|1|0|2|4|6|1|27
Sonny Gray|BOS|34.0|4|0|0|3.18|1.15|21|4|3|12|31|8|1|139
Erik Miller|SFG|11.3|0|2|4|3.18|1.24|17|0|0|4|8|6|0|48
Joe Ryan|MIN|50.7|2|0|0|3.2|1.01|52|3|5|18|37|14|3|203
Connelly Early|BOS|47.7|3|0|0|3.21|1.2|45|7|3|17|39|18|5|199
Max Meyer|MIA|47.7|3|0|0|3.21|1.15|54|4|1|17|38|17|3|203
Max Fried|NYY|61.7|4|0|0|3.21|1.01|50|1|6|22|43|19|2|240
Brad Lord|WSH|28.0|2|0|3|3.21|1.14|21|3|0|10|26|6|2|119
Burch Smith|DET|14.0|0|0|0|3.21|1.43|18|1|0|5|14|6|0|60
JoJo Romero|STL|22.3|0|0|13|3.22|1.21|19|3|0|8|18|9|1|92
Shane Drohan|MIL|16.7|1|1|2|3.24|1.2|15|0|0|6|14|6|0|71
Didier Fuentes|ATL|16.7|3|0|2|3.24|0.96|20|1|0|6|11|5|2|68
Tobias Myers|NYM|27.7|0|1|2|3.25|0.98|22|5|0|10|22|5|0|108
Bryan King|HOU|19.3|0|4|2|3.26|1.34|16|0|0|7|18|8|3|84
Tyler Wells|BAL|19.3|0|0|5|3.26|1.29|19|2|0|7|19|6|1|81
Walbert Ureña|LAA|27.3|1|0|1|3.29|1.43|26|2|2|10|22|17|0|119
Jonathan Loáisiga|ARI|16.3|0|1|4|3.31|1.1|12|1|0|6|15|3|1|66
Connor Prielipp|MIN|19.0|1|0|0|3.32|1.0|21|3|0|7|12|7|2|79
Graham Ashcraft|CIN|21.7|1|1|8|3.32|1.38|25|1|0|8|14|16|0|89
JR Ritchie|ATL|21.7|1|0|0|3.32|1.43|17|4|1|8|16|15|1|93
Franco Aleman|CLE|2.7|0|0|1|3.38|1.5|1|1|0|1|3|1|0|10
Jack Anderson|BOS|8.0|0|0|0|3.38|1.25|6|1|0|3|8|2|0|32
Robert Garcia|TEX|8.0|0|0|2|3.38|1.5|6|0|0|3|5|7|0|34
Luis Mey|CIN|8.0|0|0|0|3.38|1.25|13|2|0|3|5|5|2|36
Bryce Miller|SEA|5.3|0|0|0|3.38|1.69|3|1|0|2|8|1|0|25
George Soriano|STL|18.7|1|1|8|3.38|1.23|16|2|0|7|13|10|1|80
Tyler Uberstine|BOS|2.7|0|0|0|3.38|1.5|2|1|0|1|3|1|0|11
Austin Voth|TOR|2.7|0|0|0|3.38|1.5|1|0|0|1|3|1|0|12
Will Warren|NYY|47.3|5|0|0|3.42|1.16|59|6|3|18|43|12|1|198
Lucas Erceg|KCR|18.3|3|10|1|3.44|1.47|17|0|0|7|15|12|0|76
Jacob Webb|CHC|18.3|0|1|2|3.44|1.47|20|3|0|7|19|8|0|81
Zack Kelly|BOS|15.7|0|0|3|3.45|1.28|14|1|0|6|13|7|1|68
Christian Scott|NYM|15.7|0|0|0|3.45|1.4|20|1|0|6|13|9|3|70
Albert Suárez|BAL|15.7|1|1|0|3.45|1.28|9|3|0|6|11|9|0|66
Ryan Yarbrough|NYY|15.7|0|0|0|3.45|1.02|14|1|0|6|11|5|2|65
Bailey Ober|MIN|52.0|4|0|0|3.46|1.02|39|5|4|20|38|15|2|209
Tim Mayza|PHI|23.3|1|0|1|3.47|0.94|23|4|0|9|15|7|1|93
Clayton Beeter|WSH|10.3|1|2|2|3.48|1.26|9|2|0|4|5|8|1|46
Landen Roupp|SFG|49.0|5|0|0|3.49|1.14|58|2|4|19|35|21|2|201
Pierce Johnson|CIN|18.0|1|1|3|3.5|1.28|17|2|0|7|17|6|0|76
Foster Griffin|WSH|51.0|4|0|0|3.53|1.14|49|8|4|20|40|18|3|213
Michael Soroka|ARI|43.3|5|0|0|3.53|1.32|47|4|3|17|45|12|3|185
Jeremiah Estrada|SDP|12.7|1|0|5|3.55|1.03|16|1|0|5|7|6|0|49
Mitch Keller|PIT|52.7|4|0|0|3.59|1.08|38|3|6|21|42|15|1|210
Mitch Farris|LAA|15.0|0|0|0|3.6|1.67|11|3|0|6|21|4|0|66
Jaden Hill|COL|15.0|0|0|7|3.6|1.6|16|1|0|6|15|9|0|70
Gregory Santos|SFG|5.0|0|0|0|3.6|1.6|1|0|0|2|5|3|0|22
Brandon Woodruff|MIL|30.0|2|0|0|3.6|1.03|25|4|2|12|24|7|1|121
Yoshinobu Yamamoto|LAD|50.0|3|0|0|3.6|1.0|48|8|6|20|40|10|1|195
John Schreiber|KCR|17.3|0|1|1|3.63|1.5|7|3|0|7|16|10|1|76
Keider Montero|DET|44.3|2|0|0|3.65|0.99|31|5|3|18|34|10|0|175
JT Brubaker|SFG|19.7|0|0|0|3.66|1.63|16|1|0|8|20|12|0|86
Zach Pop|PHI|7.3|0|0|0|3.68|1.09|6|0|0|3|5|3|1|31
Cole Sulser|TBR|22.0|1|2|4|3.68|1.36|16|1|0|9|21|9|0|95
Kevin Ginkel|ARI|17.0|1|0|2|3.71|1.18|20|1|0|7|16|4|0|71
Edgardo Henriquez|LAD|17.0|2|0|1|3.71|1.12|16|1|0|7|12|7|2|69
Gavin Williams|CLE|55.3|5|0|0|3.74|1.17|66|8|3|23|43|22|1|225
Seth Lugo|KCR|52.7|1|0|0|3.76|1.42|46|1|5|22|56|19|0|221
Erick Fedde|CHW|43.0|0|0|0|3.77|1.16|26|10|1|18|36|14|2|177
Cal Quantrill|TEX|14.3|2|0|0|3.77|1.33|12|1|0|6|13|6|0|60
Anthony Bender|MIA|16.7|1|1|4|3.78|1.14|18|0|0|7|11|8|2|71
Logan Gilbert|SEA|50.0|2|0|0|3.78|1.16|52|8|3|21|48|10|3|204
David Bednar|NYY|19.0|1|10|0|3.79|1.42|22|1|0|8|21|6|1|85
Casey Legumina|TBR|19.0|1|0|0|3.79|1.47|12|0|0|8|23|5|3|84
Steven Okert|HOU|19.0|0|0|3|3.79|1.16|14|2|0|8|15|7|0|77
Reynaldo López|ATL|28.3|2|0|1|3.81|1.41|25|6|1|12|26|14|1|123
Angel Chivilli|NYY|2.3|0|0|0|3.86|2.14|3|1|0|1|2|3|1|13
Garrett Cleavinger|TBR|7.0|1|1|7|3.86|1.71|10|0|0|3|7|5|1|33
Kevin Gausman|TOR|51.3|2|0|0|3.86|1.09|48|6|5|22|47|9|0|209
Brad Keller|PHI|18.7|2|3|4|3.86|1.23|23|2|0|8|17|6|1|78
Tyler Kinley|ATL|18.7|3|0|6|3.86|1.39|19|4|0|8|17|9|1|82
Steven Matz|TBR|37.3|4|0|0|3.86|1.1|28|6|3|16|28|13|1|149
Cody Ponce|TOR|2.3|0|0|0|3.86|0.86|3|0|0|1|1|1|0|10
Matt Strahm|KCR|16.3|1|0|8|3.86|1.29|17|3|0|7|14|7|1|71
Chase Dollander|COL|44.0|3|0|0|3.89|1.3|47|6|1|19|39|18|3|189
Sandy Alcantara|MIA|57.7|3|0|0|3.9|1.27|39|4|6|25|53|20|1|242
Bryan Woo|SEA|53.0|3|0|0|3.91|1.0|47|6|6|23|43|10|2|211
Griffin Jax|TBR|23.0|1|0|2|3.91|1.48|18|3|0|10|20|14|0|99
Patrick Corbin|TOR|34.3|1|0|0|3.93|1.4|22|3|0|15|38|10|4|147
Jameson Taillon|CHC|45.7|2|0|0|3.94|1.14|40|11|3|20|36|16|2|186
Blake Treinen|LAD|13.7|1|0|5|3.95|1.39|13|2|0|6|15|4|1|60
Yohan Ramírez|PIT|25.0|2|1|1|3.96|1.32|27|1|0|11|18|15|5|110
Kenley Jansen|DET|11.3|1|7|0|3.97|1.15|17|3|0|5|8|5|0|46
Jose Quintana|COL|34.0|1|0|0|3.97|1.41|16|5|1|15|32|16|1|146
