name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Jackson Chourio|MIL|5|0|1|0|0|0|1|4|4|0|0|2|0|1.0|1.0|1.5
Yohendrick Piñango|TOR|19|0|1|3|0|1|1|9|18|0|0|1|0|0.5|0.526|0.556
Sebastián Rivero|LAA|6|0|0|0|0|1|0|3|6|0|0|0|0|0.5|0.5|0.5
Daniel Susac|SFG|24|0|1|5|0|3|1|11|23|0|0|2|1|0.478|0.5|0.652
Tyler Black|MIL|23|0|2|7|0|5|1|9|22|0|0|4|0|0.409|0.435|0.591
Braxton Fulford|COL|5|1|2|2|0|2|0|2|5|0|0|0|0|0.4|0.4|1.0
Carlos Cortes|ATH|84|4|10|13|0|7|8|29|75|0|1|5|1|0.387|0.452|0.64
Ildemaro Vargas|ARI|108|6|19|21|0|11|4|39|102|0|0|6|2|0.382|0.406|0.657
Elias Díaz|KCR|12|1|2|3|0|1|1|4|11|0|0|2|0|0.364|0.417|0.818
Jarred Kelenic|CHW|12|0|0|0|0|1|1|4|11|0|0|0|0|0.364|0.417|0.364
Jared Young|NYM|23|0|2|2|0|3|2|7|20|1|0|2|0|0.35|0.391|0.45
Taylor Trammell|HOU|33|0|4|4|1|9|4|10|29|0|0|1|1|0.345|0.424|0.448
Dominic Smith|ATL|73|4|11|17|0|9|3|23|67|1|1|2|0|0.343|0.375|0.552
Ben Rice|NYY|134|12|30|27|2|32|23|37|108|2|1|9|0|0.343|0.455|0.759
Dalton Rushing|LAD|57|7|13|17|0|15|4|17|50|0|3|2|0|0.34|0.421|0.8
Otto Lopez|MIA|145|3|23|15|5|28|6|46|136|1|2|8|2|0.338|0.372|0.493
Shea Langeliers|ATH|146|10|24|18|0|32|12|45|134|0|0|9|0|0.336|0.39|0.627
Yordan Alvarez|HOU|162|12|26|27|1|19|22|45|135|1|4|9|0|0.333|0.438|0.667
Billy Cook|PIT|12|0|5|0|2|4|0|4|12|0|0|0|0|0.333|0.333|0.333
Xavier Edwards|MIA|149|2|23|11|4|15|19|43|129|0|0|7|2|0.333|0.419|0.465
Kyle Farmer|ATL|13|0|2|3|0|2|0|4|12|1|0|1|0|0.333|0.308|0.417
Aramis Garcia|ARI|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Austin Martin|MIN|95|1|11|7|4|15|20|24|72|1|2|4|0|0.333|0.484|0.431
Mickey Moniak|COL|111|11|19|21|1|27|7|34|102|1|1|7|1|0.333|0.378|0.745
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Ozzie Albies|ATL|155|8|28|23|0|18|12|46|139|3|1|8|0|0.331|0.381|0.561
Vladimir Guerrero Jr.|TOR|149|2|21|16|2|18|17|43|130|0|2|7|0|0.331|0.416|0.431
Nick Gonzales|PIT|126|0|15|17|2|23|8|38|116|0|2|5|0|0.328|0.381|0.371
Josh Jung|TEX|126|4|12|19|1|19|10|37|114|1|1|12|0|0.325|0.381|0.535
Alex Call|LAD|39|0|6|4|0|4|7|10|31|0|1|2|0|0.323|0.462|0.387
Michael Conforto|CHC|39|1|6|6|0|10|7|10|31|1|0|4|0|0.323|0.436|0.548
Yandy Díaz|TBR|139|5|19|21|1|16|13|39|121|0|5|3|1|0.322|0.41|0.488
Seiya Suzuki|CHC|96|6|16|13|0|23|12|26|81|1|2|2|0|0.321|0.417|0.568
Michael Harris II|ATL|114|7|13|22|2|21|6|34|107|1|0|4|0|0.318|0.351|0.551
Troy Johnston|COL|119|2|10|16|1|25|10|34|107|0|1|8|0|0.318|0.381|0.449
Colt Keith|DET|107|0|17|6|1|21|5|32|101|0|1|7|0|0.317|0.355|0.386
Luis Arraez|SFG|144|0|14|11|4|6|6|42|133|2|0|7|2|0.316|0.34|0.398
Christian Vázquez|HOU|63|2|6|11|0|10|5|18|57|0|0|4|0|0.316|0.371|0.491
Kevin McGonigle|DET|150|2|24|16|3|19|19|41|130|0|1|11|2|0.315|0.407|0.477
Carson Kelly|CHC|100|2|13|13|0|16|13|27|86|0|1|4|0|0.314|0.41|0.43
Jeff McNeil|ATH|117|1|9|12|1|12|10|32|102|2|2|8|0|0.314|0.379|0.422
Christian Yelich|MIL|56|1|10|10|3|14|5|16|51|0|0|2|1|0.314|0.375|0.451
Drake Baldwin|ATL|166|9|33|30|1|32|16|46|147|0|3|5|0|0.313|0.392|0.531
Andy Pages|LAD|140|5|19|27|5|32|9|40|128|2|1|8|0|0.313|0.357|0.492
Joey Wiemer|WSH|66|3|13|8|1|25|8|18|58|0|0|3|1|0.31|0.394|0.552
Austin Hedges|CLE|46|1|10|3|0|10|3|13|42|1|0|4|0|0.31|0.348|0.476
Brandon Marsh|PHI|118|4|16|18|3|24|5|34|110|2|1|7|0|0.309|0.339|0.482
Casey Schmitt|SFG|117|5|13|16|2|23|5|33|107|1|4|8|1|0.308|0.359|0.542
Ryan O'Hearn|PIT|140|5|20|24|1|27|16|37|120|2|2|5|0|0.308|0.393|0.475
Hyeseong Kim|LAD|73|1|9|8|5|13|7|20|65|1|0|3|0|0.308|0.37|0.4
Christian Walker|HOU|148|8|22|26|0|27|15|40|130|1|2|9|0|0.308|0.385|0.562
Jordan Walker|STL|146|10|28|27|6|43|14|40|130|1|1|6|0|0.308|0.377|0.585
Moisés Ballesteros|CHC|96|6|14|18|0|15|10|26|85|1|0|5|0|0.306|0.375|0.576
Miguel Andujar|SDP|86|2|8|9|1|15|3|25|82|0|1|6|1|0.305|0.337|0.476
Jose Fernandez|ARI|97|3|19|12|1|21|4|28|92|0|1|3|0|0.304|0.34|0.435
Javier Sanoja|MIA|76|0|2|10|2|10|7|21|69|0|0|4|0|0.304|0.368|0.362
Brice Turang|MIL|144|5|28|22|7|30|27|35|115|1|0|8|1|0.304|0.434|0.522
Chase DeLauter|CLE|130|6|15|21|0|14|17|34|112|1|0|8|1|0.304|0.392|0.554
Brendan Donovan|SEA|71|3|7|8|1|12|9|17|56|1|5|3|0|0.304|0.437|0.518
Starling Marte|KCR|35|0|2|2|0|10|0|10|33|1|1|3|0|0.303|0.314|0.394
Juan Soto|NYM|86|3|9|8|1|14|13|22|73|0|0|4|0|0.301|0.407|0.479
JJ Bleday|CIN|25|3|5|4|0|4|5|6|20|0|0|1|0|0.3|0.44|0.8
Luis Campusano|SDP|54|3|8|10|0|15|4|15|50|0|0|7|0|0.3|0.352|0.62
Eric Haase|SFG|10|0|2|1|0|2|0|3|10|0|0|2|0|0.3|0.3|0.5
Brandon Nimmo|TEX|147|4|16|12|1|29|13|39|130|1|3|7|1|0.3|0.374|0.462
Matt Olson|ATL|162|12|33|32|0|36|20|42|140|2|0|15|0|0.3|0.383|0.664
Miguel Rojas|LAD|56|1|4|5|0|8|4|15|50|1|0|3|0|0.3|0.345|0.42
Nico Hoerner|CHC|157|4|18|27|7|14|13|41|137|3|4|10|0|0.299|0.369|0.46
Chandler Simpson|TBR|146|0|17|7|11|15|7|40|134|2|0|1|2|0.299|0.329|0.336
Vaughn Grissom|LAA|57|1|6|7|0|4|7|14|47|2|0|4|0|0.298|0.375|0.447
MJ Melendez|NYM|42|2|4|6|0|15|3|11|37|0|1|3|0|0.297|0.366|0.541
Liam Hicks|MIA|116|7|18|29|1|10|9|30|101|4|2|3|0|0.297|0.353|0.535
Wilyer Abreu|BOS|145|4|16|15|1|27|17|38|128|0|0|6|1|0.297|0.379|0.453
CJ Abrams|WSH|143|8|19|27|6|25|17|35|118|2|6|4|0|0.297|0.406|0.534
Myles Straw|TOR|63|2|16|6|1|6|7|16|54|1|0|2|0|0.296|0.371|0.444
Masataka Yoshida|BOS|65|0|6|5|1|7|10|16|54|0|1|4|0|0.296|0.415|0.37
Jacob Wilson|ATH|144|2|16|15|1|15|4|41|139|1|0|8|0|0.295|0.313|0.396
William Contreras|MIL|143|3|20|23|0|15|14|38|129|0|0|7|0|0.295|0.364|0.419
Weston Wilson|BAL|21|0|5|2|2|6|3|5|17|0|1|1|0|0.294|0.429|0.353
Max Muncy|LAD|132|9|24|13|0|31|19|33|113|0|0|5|0|0.292|0.394|0.575
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Ernie Clement|TOR|143|1|11|9|1|10|5|40|138|0|0|13|0|0.29|0.315|0.406
Adley Rutschman|BAL|81|4|9|17|0|11|5|22|76|0|0|6|0|0.289|0.333|0.526
Kyle Isbel|KCR|95|3|12|8|5|22|5|24|83|0|3|4|0|0.289|0.352|0.446
Riley Greene|DET|149|4|24|19|1|41|21|37|128|0|0|9|0|0.289|0.389|0.453
Jorge Mateo|ATL|47|2|12|5|4|17|2|13|45|0|0|2|0|0.289|0.319|0.467
Taylor Ward|BAL|156|1|19|12|1|24|29|36|125|1|1|13|0|0.288|0.423|0.416
Ryan Jeffers|MIN|105|4|17|21|1|19|15|25|87|1|1|2|1|0.287|0.394|0.471
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Christopher Morel|MIA|16|0|1|0|0|6|1|4|14|0|1|0|0|0.286|0.375|0.286
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Ryan Vilade|TBR|46|1|5|9|1|9|3|12|42|0|0|2|0|0.286|0.333|0.405
Elly De La Cruz|CIN|154|10|27|25|8|44|17|39|137|0|0|6|0|0.285|0.364|0.547
Daniel Schneemann|CLE|97|4|12|14|2|30|9|25|88|0|0|7|0|0.284|0.351|0.5
Ty France|SDP|56|3|8|8|1|5|2|15|53|0|1|2|1|0.283|0.321|0.528
Bobby Witt Jr.|KCR|158|3|14|16|11|29|17|39|139|2|0|9|1|0.281|0.354|0.424
Brandon Lockridge|MIL|93|0|8|10|5|25|10|23|82|0|0|4|0|0.28|0.359|0.329
Trevor Larnach|MIN|93|1|14|9|1|17|18|21|75|0|0|5|1|0.28|0.419|0.413
Will Smith|LAD|112|3|12|16|0|19|11|28|100|1|0|3|0|0.28|0.348|0.4
Leody Taveras|BAL|90|2|10|18|1|18|14|21|75|0|0|4|1|0.28|0.393|0.44
Oswald Peraza|LAA|103|4|10|9|5|26|7|26|93|0|2|5|0|0.28|0.343|0.462
Angel Martínez|CLE|113|5|13|16|5|21|4|29|104|1|2|7|0|0.279|0.315|0.49
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Tyler Freeman|COL|73|1|5|10|3|9|3|17|61|0|6|1|0|0.279|0.371|0.344
Matt Shaw|CHC|86|3|10|10|2|16|5|22|79|1|0|6|0|0.278|0.318|0.468
Jonny DeLuca|TBR|76|2|13|13|3|14|3|20|72|0|0|6|0|0.278|0.307|0.444
Edmundo Sosa|PHI|49|1|5|8|2|9|2|13|47|0|0|3|0|0.277|0.306|0.404
Freddie Freeman|LAD|146|3|12|18|0|20|11|37|134|0|1|8|1|0.276|0.336|0.418
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Ezequiel Duran|TEX|77|1|10|8|3|14|7|19|69|0|0|6|0|0.275|0.342|0.406
Nolan Arenado|ARI|116|5|16|17|0|24|6|30|109|1|0|3|0|0.275|0.31|0.44
Masyn Winn|STL|129|1|15|14|4|25|12|31|113|1|3|6|1|0.274|0.357|0.372
Cody Bellinger|NYY|147|5|22|23|4|20|20|34|124|3|0|8|2|0.274|0.367|0.492
Randy Arozarena|SEA|150|3|24|12|8|34|17|35|128|2|3|9|1|0.273|0.367|0.43
Sam Antonacci|CHW|66|1|9|7|0|7|6|15|55|1|4|2|2|0.273|0.379|0.436
Corbin Carroll|ARI|129|4|20|18|4|36|17|30|110|1|1|7|4|0.273|0.372|0.518
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Jasson Domínguez|NYY|24|1|3|4|0|3|1|6|22|0|1|2|0|0.273|0.333|0.5
Hunter Feduccia|TBR|41|0|5|4|0|14|6|9|33|0|1|1|0|0.273|0.4|0.303
José Fermín|STL|38|1|2|4|0|8|3|9|33|1|0|2|0|0.273|0.324|0.424
Tristan Gray|MIN|61|3|8|13|0|20|3|15|55|1|1|1|0|0.273|0.317|0.455
Edouard Julien|COL|102|2|15|12|3|29|13|24|88|0|1|3|1|0.273|0.373|0.398
Tristan Peters|CHW|86|0|8|5|4|21|6|21|77|0|1|1|1|0.273|0.333|0.312
Aaron Judge|NYY|155|14|32|27|5|42|27|34|125|0|2|5|0|0.272|0.409|0.648
Jung Hoo Lee|SFG|137|2|14|11|0|18|10|34|125|2|0|8|1|0.272|0.321|0.4
Jake Mangum|PIT|79|0|13|3|5|17|7|19|70|0|1|2|0|0.271|0.346|0.3
Bryce Harper|PHI|149|7|19|20|2|25|19|35|129|1|0|9|1|0.271|0.362|0.519
Willson Contreras|BOS|147|7|17|21|1|41|16|33|122|2|7|4|0|0.27|0.381|0.475
Dominic Canzone|SEA|83|3|11|12|1|19|7|20|74|1|1|7|0|0.27|0.337|0.486
Heliot Ramos|SFG|134|3|12|15|0|38|7|34|126|1|0|8|1|0.27|0.306|0.421
Brett Sullivan|COL|56|0|2|7|0|10|3|14|52|0|0|6|0|0.269|0.309|0.385
Jo Adell|LAA|154|4|14|20|2|33|4|39|145|1|4|2|0|0.269|0.305|0.366
Alec Burleson|STL|152|5|18|28|1|23|17|36|134|1|0|9|0|0.269|0.349|0.448
Jonathan Aranda|TBR|146|7|18|28|0|36|19|33|123|3|1|4|0|0.268|0.363|0.472
José Tena|WSH|60|1|8|8|0|19|3|15|56|0|1|2|1|0.268|0.317|0.393
Julio Rodríguez|SEA|157|4|17|16|3|34|13|38|142|0|2|7|0|0.268|0.338|0.401
Dane Myers|CIN|55|1|12|4|2|11|9|12|45|0|1|0|0|0.267|0.4|0.333
Amed Rosario|NYY|67|4|7|14|0|13|5|16|60|2|0|1|1|0.267|0.313|0.517
Esteury Ruiz|MIA|15|2|3|3|1|6|0|4|15|0|0|1|0|0.267|0.267|0.733
Garrett Stubbs|PHI|17|0|2|1|0|2|1|4|15|1|0|0|0|0.267|0.294|0.267
Colby Thomas|ATH|18|1|1|2|0|5|2|4|15|0|0|0|0|0.267|0.353|0.467
Isaac Paredes|HOU|130|3|16|15|0|21|13|30|113|0|4|6|0|0.265|0.362|0.398
Nick Fortes|TBR|92|1|5|8|0|12|2|23|87|0|3|5|0|0.264|0.304|0.356
Oneil Cruz|PIT|152|9|25|28|11|53|11|37|140|0|1|6|0|0.264|0.322|0.5
Chase Meidroth|CHW|144|1|21|4|1|34|15|33|125|1|0|7|0|0.264|0.34|0.344
Xander Bogaerts|SDP|137|5|15|18|4|21|15|32|122|0|0|2|0|0.262|0.343|0.402
Jake McCarthy|COL|73|0|6|7|6|12|7|16|61|1|1|5|2|0.262|0.343|0.41
Konnor Griffin|PIT|114|2|13|16|7|31|8|27|103|1|2|4|2|0.262|0.325|0.398
David Fry|CLE|51|3|9|5|0|16|9|11|42|0|0|1|0|0.262|0.392|0.5
Maikel Garcia|KCR|145|3|18|13|4|24|13|34|130|2|0|9|1|0.262|0.324|0.415
Nathaniel Lowe|CIN|73|5|8|15|0|15|8|17|65|0|0|5|0|0.262|0.342|0.569
Ceddanne Rafaela|BOS|122|1|13|10|1|27|6|29|111|0|5|4|2|0.261|0.328|0.36
Brayan Rocchio|CLE|130|3|14|19|3|12|11|30|115|0|2|4|0|0.261|0.336|0.374
Jorbit Vivas|WSH|82|0|12|3|0|10|6|18|69|1|4|3|0|0.261|0.35|0.304
José Caballero|NYY|128|4|16|13|13|27|6|31|119|0|3|6|0|0.261|0.313|0.412
Justin Crawford|PHI|110|0|8|7|3|21|8|26|100|0|2|6|2|0.26|0.327|0.36
TJ Rumfield|COL|144|4|12|19|0|23|11|34|131|1|1|6|1|0.26|0.319|0.412
Jeremiah Jackson|BAL|116|6|10|24|1|26|2|29|112|1|1|3|0|0.259|0.276|0.446
Andrés Giménez|TOR|123|3|9|16|4|18|4|30|116|1|1|6|1|0.259|0.287|0.405
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Mauricio Dubón|ATL|135|2|17|18|0|22|9|32|124|0|2|8|2|0.258|0.319|0.403
Bryan Reynolds|PIT|156|4|26|22|1|42|29|32|124|1|2|5|2|0.258|0.404|0.427
Junior Caminero|TBR|147|9|21|16|0|26|18|33|128|1|0|3|0|0.258|0.347|0.492
Cole Young|SEA|142|3|20|19|2|33|11|33|128|1|2|4|1|0.258|0.324|0.375
Jac Caglianone|KCR|114|4|14|8|0|35|11|26|101|0|2|5|1|0.257|0.342|0.446
Dillon Dingler|DET|118|6|12|25|0|20|7|27|105|0|4|7|0|0.257|0.328|0.495
Nick Loftin|KCR|41|0|7|9|0|3|6|9|35|0|0|3|0|0.257|0.366|0.343
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Derek Hill|CHW|45|2|6|3|4|15|5|10|39|0|0|0|0|0.256|0.341|0.41
Iván Herrera|STL|161|4|21|17|1|27|27|32|125|1|8|9|0|0.256|0.416|0.424
Alex Freeland|LAD|97|2|10|7|0|27|8|22|86|1|0|4|0|0.256|0.316|0.372
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Nolan Schanuel|LAA|142|3|11|19|0|22|10|33|129|2|1|8|0|0.256|0.31|0.388
Marcelo Mayer|BOS|101|1|7|8|2|18|7|23|90|1|2|6|0|0.256|0.32|0.356
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Ben Williamson|TBR|100|0|14|10|3|20|9|23|90|0|0|5|1|0.256|0.323|0.333
Drew Gilbert|SFG|55|2|5|5|0|10|3|13|51|0|0|1|0|0.255|0.296|0.392
Brooks Lee|MIN|119|5|14|18|2|24|8|28|110|0|1|2|0|0.255|0.311|0.409
Spencer Steer|CIN|124|5|13|11|1|31|10|28|110|1|3|6|0|0.255|0.331|0.445
Byron Buxton|MIN|147|10|25|14|2|37|10|34|134|1|2|5|1|0.254|0.313|0.53
Luke Raley|SEA|99|6|12|16|0|36|6|23|91|0|2|4|1|0.253|0.313|0.516
Fernando Tatis Jr.|SDP|143|0|12|13|9|36|14|31|123|4|1|4|1|0.252|0.324|0.301
Ronald Acuña Jr.|ATL|152|2|17|9|7|31|20|32|127|2|3|8|1|0.252|0.362|0.378
Sal Stewart|CIN|151|9|20|29|7|27|18|33|131|2|0|6|0|0.252|0.338|0.504
Nick Allen|HOU|22|0|5|0|0|5|2|5|20|0|0|1|0|0.25|0.318|0.3
Zach Cole|HOU|4|1|1|1|0|2|0|1|4|0|0|0|0|0.25|0.25|1.0
Zack Gelof|ATH|44|2|8|7|2|10|2|10|40|0|0|1|0|0.25|0.286|0.425
Jace Jung|DET|6|0|1|0|0|1|2|1|4|0|0|0|0|0.25|0.5|0.25
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
J.T. Realmuto|PHI|68|1|6|5|0|12|5|15|60|1|2|2|0|0.25|0.324|0.333
Jesús Sánchez|TOR|118|4|11|15|1|20|5|27|108|3|2|4|0|0.25|0.288|0.398
Mike Trout|LAA|161|10|30|21|5|39|34|31|124|0|3|5|0|0.25|0.422|0.532
Mark Vientos|NYM|95|4|10|14|0|22|6|22|88|1|0|4|0|0.25|0.295|0.432
Jose Altuve|HOU|147|3|22|9|1|27|17|32|129|0|0|9|0|0.248|0.336|0.388
Jake Bauers|MIL|126|5|21|19|3|27|13|28|113|0|0|6|0|0.248|0.325|0.434
Teoscar Hernández|LAD|127|4|17|17|1|35|13|28|113|1|0|4|0|0.248|0.323|0.389
Nathan Church|STL|108|5|14|16|3|24|4|25|101|2|1|4|0|0.248|0.278|0.436
Yainer Diaz|HOU|106|2|7|14|0|16|3|25|101|2|0|5|0|0.248|0.264|0.356
