name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Myles Straw|TOR|41|1|12|3|1|3|3|12|37|0|0|2|0|0.324|0.375|0.459
Ernie Clement|TOR|109|0|8|7|1|8|1|35|108|0|0|12|0|0.324|0.33|0.435
Luis Arraez|SFG|111|0|11|8|4|4|6|33|102|2|0|2|2|0.324|0.355|0.382
Vladimir Guerrero Jr.|TOR|111|2|14|13|2|13|14|31|96|0|1|5|0|0.323|0.414|0.438
Daniel Schneemann|CLE|71|3|11|12|1|21|9|20|62|0|0|7|0|0.323|0.408|0.581
Taylor Ward|BAL|128|1|14|11|1|19|20|34|106|1|1|13|0|0.321|0.43|0.472
Joey Wiemer|WSH|58|3|11|7|1|21|8|16|50|0|0|2|1|0.32|0.414|0.58
Jose Fernandez|ARI|74|2|14|11|1|17|2|23|72|0|0|3|0|0.319|0.338|0.444
Ozzie Albies|ATL|120|5|19|16|0|15|7|35|110|2|1|5|0|0.318|0.358|0.5
Carson Kelly|CHC|79|2|11|10|0|14|12|21|66|0|1|4|0|0.318|0.43|0.47
Troy Johnston|COL|90|2|8|14|1|19|6|26|82|0|1|6|0|0.317|0.371|0.463
Juan Soto|NYM|47|1|3|5|0|6|6|13|41|0|0|2|0|0.317|0.404|0.439
Miguel Andujar|SDP|60|0|5|5|1|12|2|18|57|0|1|5|1|0.316|0.35|0.439
Mickey Moniak|COL|77|8|14|15|1|18|3|23|73|1|0|5|0|0.315|0.338|0.712
Christian Yelich|MIL|56|1|10|10|3|14|5|16|51|0|0|2|1|0.314|0.375|0.451
Liam Hicks|MIA|93|5|15|24|1|6|5|26|83|3|2|3|0|0.313|0.355|0.53
Nico Hoerner|CHC|126|4|16|23|7|12|11|34|110|2|3|7|0|0.309|0.381|0.482
Riley Greene|DET|115|3|18|17|1|26|17|30|98|0|0|8|0|0.306|0.409|0.48
Chandler Simpson|TBR|112|0|13|6|8|10|6|31|102|1|0|0|2|0.304|0.339|0.343
Brendan Donovan|SEA|71|3|7|8|1|12|9|17|56|1|5|3|0|0.304|0.437|0.518
Sal Stewart|CIN|118|9|18|29|7|21|17|30|99|2|0|5|0|0.303|0.398|0.626
Nick Gonzales|PIT|91|0|11|13|2|16|4|26|86|0|1|3|0|0.302|0.341|0.337
Drake Baldwin|ATL|130|7|28|24|1|26|12|35|116|0|2|4|0|0.302|0.377|0.517
Brandon Marsh|PHI|95|4|11|16|2|19|4|27|90|1|0|4|0|0.3|0.326|0.478
Max Muncy|LAD|104|9|22|11|0|27|14|27|90|0|0|3|0|0.3|0.394|0.633
Matt Shaw|CHC|66|2|7|9|2|12|4|18|60|1|0|5|0|0.3|0.338|0.483
Weston Wilson|BAL|13|0|4|2|1|5|2|3|10|0|1|1|0|0.3|0.462|0.4
Connor Wong|BOS|35|0|2|5|1|6|3|9|30|0|1|5|0|0.3|0.382|0.467
Shea Langeliers|ATH|117|8|19|14|0|31|10|32|107|0|0|4|0|0.299|0.359|0.561
Josh Jung|TEX|96|4|11|14|1|17|7|26|87|1|1|9|0|0.299|0.354|0.54
Matt Olson|ATL|127|7|24|22|0|30|15|33|111|1|0|12|0|0.297|0.378|0.595
Wilyer Abreu|BOS|109|4|14|12|0|20|8|30|101|0|0|5|1|0.297|0.349|0.485
Casey Schmitt|SFG|85|3|8|10|1|18|3|23|78|1|3|8|0|0.295|0.341|0.513
Nick Fortes|TBR|73|1|5|8|0|9|2|20|68|0|3|5|0|0.294|0.342|0.412
MJ Melendez|NYM|19|1|2|2|0|9|2|5|17|0|0|2|0|0.294|0.368|0.588
Jorge Mateo|ATL|26|1|9|3|2|10|2|7|24|0|0|1|0|0.292|0.346|0.458
Jorbit Vivas|WSH|68|0|11|3|0|8|6|16|55|1|4|3|0|0.291|0.394|0.345
Corbin Carroll|ARI|100|3|17|17|4|25|15|24|83|1|1|6|4|0.289|0.4|0.566
Tyler Freeman|COL|53|0|2|7|2|7|2|13|45|0|3|1|0|0.289|0.36|0.311
Bobby Witt Jr.|KCR|120|0|6|10|9|21|14|30|104|2|0|9|0|0.288|0.367|0.375
Daylen Lile|WSH|123|3|17|14|1|18|12|32|111|0|0|7|0|0.288|0.358|0.432
Leody Taveras|BAL|71|2|9|15|1|14|11|17|59|0|0|3|0|0.288|0.4|0.441
Kyle Isbel|KCR|76|3|10|8|5|18|4|19|66|0|2|3|0|0.288|0.347|0.47
Jeff McNeil|ATH|92|1|8|6|1|12|8|23|80|1|2|5|0|0.288|0.363|0.388
Carlos Correa|HOU|108|2|19|14|1|18|13|27|94|1|0|7|0|0.287|0.37|0.426
Andrés Giménez|TOR|100|3|8|16|4|16|4|27|94|1|0|6|1|0.287|0.313|0.468
Jung Hoo Lee|SFG|104|2|11|10|0|14|8|27|94|2|0|8|0|0.287|0.337|0.436
Randy Arozarena|SEA|118|2|19|11|7|23|12|29|101|2|3|8|0|0.287|0.373|0.426
Matt Chapman|SFG|114|1|14|12|0|21|9|30|105|0|0|5|1|0.286|0.342|0.381
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Jonny DeLuca|TBR|59|2|12|13|2|10|3|16|56|0|0|5|0|0.286|0.322|0.482
Nick Loftin|KCR|25|0|5|7|0|2|4|6|21|0|0|2|0|0.286|0.4|0.381
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Ryan Vilade|TBR|31|0|4|3|1|6|3|8|28|0|0|2|0|0.286|0.355|0.357
Brandon Nimmo|TEX|123|4|14|12|1|25|11|31|109|1|2|7|1|0.284|0.358|0.477
Oswald Peraza|LAA|83|4|9|8|4|20|7|21|74|0|1|4|0|0.284|0.354|0.5
Carter Jensen|KCR|89|6|12|16|0|24|9|22|78|1|1|2|0|0.282|0.36|0.538
Angel Martínez|CLE|84|5|12|14|5|16|3|22|78|0|2|4|0|0.282|0.325|0.526
Alex Call|LAD|32|0|6|2|0|3|6|7|25|0|1|2|0|0.28|0.438|0.36
Freddie Freeman|LAD|110|3|10|15|0|12|9|28|100|0|1|7|1|0.28|0.345|0.46
Luke Raley|SEA|82|5|11|13|0|31|5|21|75|0|2|4|1|0.28|0.341|0.56
Xander Bogaerts|SDP|105|4|10|16|2|13|12|26|93|0|0|2|0|0.28|0.362|0.43
José Caballero|NYY|98|3|12|11|10|23|4|26|93|0|1|5|0|0.28|0.316|0.43
Jacob Wilson|ATH|113|2|11|14|1|13|1|31|111|1|0|6|0|0.279|0.283|0.387
Jeremiah Jackson|BAL|90|5|9|19|1|20|2|24|86|1|1|2|0|0.279|0.3|0.477
Brayan Rocchio|CLE|99|3|11|16|1|11|10|24|86|0|2|3|0|0.279|0.367|0.419
Masyn Winn|STL|91|1|13|12|3|19|9|22|79|1|2|5|1|0.278|0.363|0.405
Jordan Walker|STL|107|8|21|16|4|35|9|27|97|0|1|4|0|0.278|0.346|0.567
Everson Pereira|CHW|61|3|7|7|1|17|4|15|54|1|2|4|0|0.278|0.344|0.519
Edmundo Sosa|PHI|38|1|4|7|1|7|2|10|36|0|0|3|0|0.278|0.316|0.444
CJ Abrams|WSH|114|7|15|20|5|20|13|26|94|1|6|3|0|0.277|0.395|0.532
Heliot Ramos|SFG|100|3|11|14|0|31|6|26|94|0|0|5|0|0.277|0.32|0.426
Dominic Canzone|SEA|65|3|9|12|1|13|5|16|58|1|1|6|0|0.276|0.338|0.534
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Elly De La Cruz|CIN|122|9|24|20|6|33|13|30|109|0|0|5|0|0.275|0.352|0.569
Gabriel Moreno|ARI|45|0|6|5|0|8|3|11|40|1|1|5|0|0.275|0.333|0.4
Mauricio Dubón|ATL|102|2|13|14|0|19|6|26|95|0|1|7|0|0.274|0.324|0.411
Nolan Arenado|ARI|92|4|12|14|0|19|3|24|88|1|0|2|0|0.273|0.293|0.432
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Edouard Julien|COL|75|1|9|10|2|20|9|18|66|0|0|2|1|0.273|0.36|0.379
Jake Mangum|PIT|61|0|11|2|3|11|5|15|55|0|0|2|0|0.273|0.333|0.309
Ronny Mauricio|NYM|11|0|1|1|0|4|0|3|11|0|0|0|0|0.273|0.273|0.273
Christian Walker|HOU|114|6|17|19|0|21|13|27|99|1|1|7|0|0.273|0.36|0.525
Bryce Harper|PHI|115|6|15|18|1|18|14|27|100|1|0|5|1|0.27|0.357|0.52
Brice Turang|MIL|112|4|20|18|7|26|21|24|89|1|0|5|1|0.27|0.405|0.483
Junior Caminero|TBR|118|8|17|15|0|18|13|28|104|1|0|3|0|0.269|0.347|0.529
Javier Báez|DET|79|2|10|6|1|16|2|20|75|1|1|5|0|0.267|0.291|0.413
Tristan Gray|MIN|50|3|5|13|0|17|2|12|45|1|1|1|0|0.267|0.306|0.489
Austin Hedges|CLE|33|0|6|2|0|8|2|8|30|1|0|2|0|0.267|0.303|0.333
Chase Meidroth|CHW|111|1|16|3|1|22|13|25|94|1|0|5|0|0.266|0.352|0.351
TJ Rumfield|COL|105|3|9|16|0|17|9|25|94|1|1|4|1|0.266|0.333|0.426
Will Smith|LAD|89|3|11|14|0|15|9|21|79|1|0|1|0|0.266|0.337|0.392
Ryan Jeffers|MIN|79|3|12|16|0|15|13|17|64|0|1|2|1|0.266|0.397|0.469
Jo Adell|LAA|121|4|13|17|1|24|3|30|113|1|4|2|0|0.265|0.306|0.389
Maikel Garcia|KCR|110|2|14|10|2|20|11|26|98|1|0|6|0|0.265|0.336|0.388
Ceddanne Rafaela|BOS|93|1|12|9|0|19|6|22|83|0|4|3|1|0.265|0.344|0.361
Ty France|SDP|36|3|6|3|0|4|1|9|34|0|1|1|0|0.265|0.306|0.559
Luis García Jr.|WSH|92|1|13|16|2|13|4|23|87|1|0|5|1|0.264|0.293|0.379
Ezequiel Duran|TEX|57|1|7|8|3|12|4|14|53|0|0|4|0|0.264|0.316|0.396
Hunter Goodman|COL|102|6|18|9|1|38|8|24|91|0|3|6|0|0.264|0.343|0.527
William Contreras|MIL|106|2|12|14|0|13|11|25|95|0|0|6|0|0.263|0.34|0.389
Amed Rosario|NYY|63|4|7|13|0|11|4|15|57|2|0|1|1|0.263|0.302|0.526
Jesús Sánchez|TOR|85|3|9|12|0|16|5|20|76|2|2|3|0|0.263|0.318|0.421
Michael Massey|KCR|44|1|4|6|0|11|1|11|42|1|0|5|0|0.262|0.273|0.452
Brandon Lockridge|MIL|73|0|5|6|4|20|7|17|65|0|0|3|0|0.262|0.333|0.308
Cody Bellinger|NYY|112|3|18|14|3|14|18|24|92|2|0|3|1|0.261|0.375|0.413
Spencer Horwitz|PIT|85|2|10|8|0|13|13|18|69|2|1|2|0|0.261|0.376|0.377
José Tena|WSH|49|0|7|6|0|15|2|12|46|0|1|1|0|0.261|0.306|0.283
Ben Williamson|TBR|78|0|13|10|2|17|8|18|69|0|0|5|1|0.261|0.338|0.362
Masataka Yoshida|BOS|56|0|5|5|1|6|9|12|46|0|1|3|0|0.261|0.393|0.326
Jose Altuve|HOU|120|3|19|8|1|22|16|27|104|0|0|7|0|0.26|0.358|0.413
J.T. Realmuto|PHI|61|1|5|4|0|11|5|14|54|0|2|2|0|0.259|0.344|0.352
Alex Bregman|CHC|126|3|8|10|1|20|13|29|112|1|0|3|1|0.259|0.333|0.384
Oneil Cruz|PIT|122|8|19|24|10|43|9|29|112|0|1|5|0|0.259|0.32|0.518
Derek Hill|CHW|36|1|4|1|4|11|5|8|31|0|0|0|0|0.258|0.361|0.355
Jac Caglianone|KCR|88|1|10|2|0|26|8|20|78|0|2|5|1|0.256|0.341|0.385
Nathaniel Lowe|CIN|44|3|5|9|0|8|5|10|39|0|0|3|0|0.256|0.341|0.564
Richie Palacios|TBR|51|1|7|5|3|7|8|10|39|1|3|1|0|0.256|0.412|0.359
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Ramón Laureano|SDP|105|4|13|18|3|29|8|24|94|2|1|4|2|0.255|0.314|0.468
Alec Burleson|STL|112|3|10|17|1|15|13|25|98|1|0|6|0|0.255|0.339|0.408
Cole Young|SEA|111|3|18|13|1|25|11|25|98|0|2|3|1|0.255|0.342|0.398
Trevor Larnach|MIN|65|1|10|7|0|12|14|13|51|0|0|3|0|0.255|0.415|0.373
Tristan Peters|CHW|64|0|3|1|2|18|4|15|59|0|0|1|1|0.254|0.302|0.305
Nathan Church|STL|70|4|11|12|3|17|4|16|63|2|1|1|0|0.254|0.3|0.46
Dylan Beavers|BAL|75|2|10|8|1|16|7|17|67|1|0|3|0|0.254|0.32|0.388
Nick Allen|HOU|22|0|5|0|0|5|2|5|20|0|0|1|0|0.25|0.318|0.3
Jake Bauers|MIL|91|5|15|15|3|19|7|21|84|0|0|2|0|0.25|0.308|0.452
Tyler Black|MIL|8|0|1|0|0|3|0|2|8|0|0|1|0|0.25|0.25|0.375
Willson Contreras|BOS|111|5|12|17|0|33|13|23|92|1|5|2|0|0.25|0.369|0.435
Santiago Espinal|LAD|22|0|3|2|0|2|0|5|20|0|0|2|0|0.25|0.25|0.35
Adam Frazier|LAA|49|1|10|4|0|16|6|10|40|0|1|1|1|0.25|0.362|0.4
David Fry|CLE|38|1|6|1|0|13|6|8|32|0|0|1|0|0.25|0.368|0.375
Darell Hernaiz|ATH|28|1|2|2|2|5|4|6|24|0|0|0|0|0.25|0.357|0.375
Bryce Johnson|SDP|18|0|3|2|3|7|1|4|16|0|0|2|0|0.25|0.294|0.375
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Brooks Lee|MIN|91|4|10|13|1|18|6|21|84|0|1|2|0|0.25|0.308|0.417
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Dane Myers|CIN|45|1|9|3|1|9|8|9|36|0|1|0|0|0.25|0.4|0.333
Alejandro Osuna|TEX|6|0|1|0|0|0|2|1|4|0|0|0|0|0.25|0.5|0.25
Pedro Pagés|STL|59|2|6|7|2|12|3|13|52|1|2|2|0|0.25|0.31|0.404
Geraldo Perdomo|ARI|102|1|11|6|6|13|14|21|84|2|0|3|3|0.25|0.35|0.393
Julio Rodríguez|SEA|122|2|12|10|3|28|12|27|108|0|2|3|0|0.25|0.336|0.333
Fernando Tatis Jr.|SDP|113|0|9|12|6|29|12|24|96|3|1|4|0|0.25|0.33|0.292
Colby Thomas|ATH|4|0|0|1|0|3|0|1|4|0|0|0|0|0.25|0.25|0.25
Daulton Varsho|TOR|92|3|9|8|2|14|7|21|84|0|1|4|0|0.25|0.315|0.405
Andrew Vaughn|MIL|4|0|0|1|0|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Bryan Reynolds|PIT|120|3|18|17|1|33|20|24|97|1|2|2|1|0.247|0.383|0.381
Brandon Lowe|PIT|106|7|14|19|0|26|12|23|93|0|1|5|0|0.247|0.34|0.527
Teoscar Hernández|LAD|97|4|15|15|1|29|7|22|89|1|0|4|0|0.247|0.299|0.427
Willi Castro|COL|76|1|10|9|2|27|6|17|69|0|1|4|0|0.246|0.316|0.348
Garrett Mitchell|MIL|83|1|10|19|5|32|17|16|65|0|0|5|1|0.246|0.402|0.4
Carlos Narváez|BOS|60|1|5|2|1|17|2|14|57|0|0|2|0|0.246|0.271|0.333
Ian Happ|CHC|115|7|18|14|1|35|16|24|98|0|1|4|0|0.245|0.357|0.5
Josh Bell|MIN|105|3|18|16|0|19|13|22|90|1|1|5|0|0.244|0.343|0.4
Justin Crawford|PHI|87|0|7|3|2|17|7|19|78|0|2|5|1|0.244|0.322|0.333
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|1|2|0|0.243|0.326|0.378
Andruw Monasterio|BOS|41|1|5|7|1|8|4|9|37|0|0|4|0|0.243|0.317|0.432
Brett Sullivan|COL|38|0|0|4|0|8|1|9|37|0|0|3|0|0.243|0.263|0.324
Francisco Alvarez|NYM|84|4|8|7|0|16|9|17|70|1|2|2|0|0.243|0.341|0.443
Brady House|WSH|107|3|13|10|1|34|8|24|99|0|0|4|0|0.242|0.299|0.374
Tyler O'Neill|BAL|38|1|7|4|0|7|3|8|33|0|2|0|0|0.242|0.342|0.333
Mark Vientos|NYM|71|2|6|7|0|15|4|16|66|1|0|2|0|0.242|0.282|0.364
Munetaka Murakami|CHW|118|11|20|20|0|39|22|23|95|1|0|0|0|0.242|0.381|0.589
Nick Kurtz|ATH|120|5|17|12|3|38|29|22|91|0|0|3|0|0.242|0.425|0.44
Jahmai Jones|DET|29|2|3|5|0|8|0|7|29|0|0|1|0|0.241|0.241|0.483
Jacob Young|WSH|93|2|10|12|1|15|4|21|87|0|1|4|0|0.241|0.283|0.356
James Wood|WSH|137|10|27|21|4|42|27|26|108|0|2|6|0|0.241|0.401|0.574
Brett Baty|NYM|80|1|10|12|2|23|3|18|75|2|0|4|1|0.24|0.263|0.36
Jake Fraley|TBR|55|2|4|4|2|13|5|12|50|0|0|4|0|0.24|0.309|0.44
Ketel Marte|ARI|109|4|16|9|0|20|9|24|100|0|0|3|0|0.24|0.303|0.39
Jake McCarthy|COL|58|0|4|5|5|11|4|12|50|0|1|5|1|0.24|0.309|0.38
Shohei Ohtani|LAD|125|5|17|11|2|31|19|24|100|2|3|4|0|0.24|0.371|0.43
Luis Torrens|NYM|25|0|2|4|0|5|0|6|25|0|0|2|0|0.24|0.24|0.32
Adolis García|PHI|108|3|7|7|1|30|9|23|96|1|2|4|1|0.24|0.315|0.396
JJ Wetherholt|STL|119|4|20|12|4|23|15|23|96|2|6|2|0|0.24|0.37|0.385
Adrian Del Castillo|ARI|47|1|4|10|0|12|1|11|46|0|0|3|0|0.239|0.255|0.37
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Alex Freeland|LAD|76|1|8|6|0|24|7|16|67|1|0|4|0|0.239|0.307|0.343
Bo Bichette|NYM|115|1|12|12|1|26|5|26|109|1|0|5|0|0.239|0.27|0.312
Dillon Dingler|DET|96|5|11|19|0|16|6|20|84|0|4|4|0|0.238|0.319|0.464
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Connor Norby|MIA|94|3|7|10|0|25|9|19|80|1|4|5|0|0.238|0.34|0.413
Joc Pederson|TEX|72|1|10|4|0|20|11|14|59|1|1|1|0|0.237|0.361|0.305
Iván Herrera|STL|120|4|11|13|0|17|18|22|93|1|8|4|0|0.237|0.4|0.409
Kazuma Okamoto|TOR|105|5|12|11|0|34|12|22|93|0|0|2|0|0.237|0.324|0.419
Lenyn Sosa|TOR|57|0|4|7|0|11|0|13|55|1|0|5|0|0.236|0.232|0.327
Gary Sánchez|MIL|69|5|10|13|0|16|13|13|55|0|1|2|1|0.236|0.391|0.582
Pete Crow-Armstrong|CHC|111|1|16|7|5|34|6|24|102|0|2|3|1|0.235|0.291|0.314
José Ramírez|CLE|122|6|19|12|11|16|20|24|102|0|0|6|0|0.235|0.361|0.471
Kyle Tucker|LAD|116|3|18|13|3|26|13|24|102|1|0|4|0|0.235|0.319|0.363
George Valera|CLE|35|0|1|6|0|5|1|8|34|0|0|3|0|0.235|0.257|0.324
Agustín Ramírez|MIA|109|2|13|12|2|24|9|23|98|1|1|5|1|0.235|0.303|0.367
Miguel Amaya|CHC|55|2|10|5|0|13|6|11|47|0|2|1|0|0.234|0.345|0.383
Mike Trout|LAA|124|8|25|18|4|26|28|22|94|0|2|4|0|0.234|0.419|0.532
Sam Antonacci|CHW|37|1|3|4|0|2|3|7|30|1|3|1|1|0.233|0.351|0.433
Drew Gilbert|SFG|33|2|4|4|0|7|2|7|30|0|0|0|0|0.233|0.281|0.433
Jonah Heim|ATL|34|0|2|2|0|5|4|7|30|0|0|3|0|0.233|0.324|0.333
Luis Robert Jr.|NYM|94|2|10|8|2|17|12|19|82|0|0|3|0|0.232|0.33|0.341
Colson Montgomery|CHW|111|7|12|19|1|34|10|22|95|0|6|5|0|0.232|0.342|0.505
Corey Seager|TEX|112|6|19|17|1|27|14|22|95|2|1|4|0|0.232|0.33|0.463
Gleyber Torres|DET|118|1|15|7|0|20|21|22|95|1|1|2|0|0.232|0.373|0.284
Jerar Encarnacion|SFG|27|0|1|0|0|5|1|6|26|0|0|1|0|0.231|0.259|0.269
Leo Jiménez|MIA|17|0|1|0|0|2|3|3|13|0|1|0|0|0.231|0.412|0.231
Starling Marte|KCR|28|0|2|1|0|8|0|6|26|1|1|2|0|0.231|0.25|0.308
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Konnor Griffin|PIT|81|1|8|12|6|24|4|17|74|1|2|2|1|0.23|0.284|0.324
David Hamilton|MIL|76|0|11|4|5|13|11|14|61|0|1|0|0|0.23|0.356|0.23
Nick Yorke|PIT|71|1|6|4|0|12|7|14|61|1|2|3|0|0.23|0.324|0.328
Trea Turner|PHI|121|3|16|9|3|22|12|25|109|0|0|5|0|0.229|0.306|0.358
Aaron Judge|NYY|119|9|21|17|5|34|21|22|96|0|1|3|0|0.229|0.373|0.542
Byron Buxton|MIN|115|5|19|7|0|33|7|24|105|1|2|4|1|0.229|0.287|0.429
Marcus Semien|NYM|102|1|6|8|3|20|7|21|92|1|1|5|0|0.228|0.287|0.315
Gavin Sheets|SDP|83|3|10|11|1|19|4|18|79|0|0|9|0|0.228|0.265|0.456
Zach Neto|LAA|130|5|19|12|4|37|19|25|110|0|1|6|0|0.227|0.346|0.418
Steven Kwan|CLE|112|1|10|8|2|12|12|22|97|1|1|3|0|0.227|0.315|0.289
Owen Caissie|MIA|83|2|10|14|1|35|5|17|75|2|1|6|0|0.227|0.277|0.387
Ronald Acuña Jr.|ATL|128|2|12|8|5|24|17|24|106|2|3|5|1|0.226|0.344|0.349
Spencer Steer|CIN|95|4|11|6|1|27|7|19|84|1|3|5|0|0.226|0.305|0.429
Jonathan Aranda|TBR|116|6|15|21|0|27|19|21|93|3|1|4|0|0.226|0.353|0.462
Francisco Lindor|NYM|105|2|14|5|2|19|11|21|93|0|1|2|2|0.226|0.314|0.355
Kerry Carpenter|DET|84|6|7|15|0|30|9|16|71|2|2|1|0|0.225|0.321|0.493
Roman Anthony|BOS|97|1|11|4|2|25|16|18|80|0|1|3|1|0.225|0.361|0.325
Chase DeLauter|CLE|103|5|12|16|0|12|13|20|89|1|0|5|1|0.225|0.32|0.472
Bryson Stott|PHI|81|0|4|4|5|12|4|17|76|0|1|2|1|0.224|0.272|0.276
Nolan Gorman|STL|97|3|10|15|0|27|10|19|85|2|0|2|0|0.224|0.299|0.353
Jorge Soler|LAA|102|5|13|19|0|34|12|19|85|2|3|4|0|0.224|0.333|0.447
Jake Burger|TEX|113|5|10|19|0|33|3|24|108|1|1|4|0|0.222|0.248|0.398
Victor Caratini|MIN|88|1|5|11|0|13|8|16|72|4|4|1|0|0.222|0.318|0.278
Andrés Chaparro|WSH|10|0|1|0|0|2|1|2|9|0|0|1|0|0.222|0.3|0.333
