name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Drake Baldwin|ATL|216|13|39|38|1|44|24|57|188|1|3|6|0|0.303|0.389|0.543
Juan Soto|NYM|155|10|22|21|5|24|21|40|133|1|0|4|1|0.301|0.394|0.571
CJ Abrams|WSH|220|11|33|45|7|42|23|56|187|3|7|11|2|0.299|0.391|0.556
Randy Arozarena|SEA|218|5|36|21|14|51|23|55|184|3|8|13|1|0.299|0.394|0.462
JJ Bleday|CIN|92|6|14|20|1|14|14|23|77|1|0|6|1|0.299|0.402|0.636
Ernie Clement|TOR|201|3|20|16|2|17|8|57|192|1|0|17|0|0.297|0.323|0.432
Austin Martin|MIN|155|2|17|13|7|22|23|38|128|1|3|7|0|0.297|0.413|0.398
Ryan Jeffers|MIN|148|7|26|26|1|23|23|36|122|1|1|7|1|0.295|0.408|0.541
Yohendrick Piñango|TOR|65|1|4|10|0|11|4|18|61|0|0|3|0|0.295|0.338|0.393
Jordan Walker|STL|205|13|34|35|7|53|19|54|183|1|2|10|0|0.295|0.366|0.563
Michael Harris II|ATL|181|11|23|29|3|36|7|51|173|1|0|5|0|0.295|0.32|0.514
Wilyer Abreu|BOS|211|6|22|20|3|40|20|56|190|1|0|8|1|0.295|0.36|0.442
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Starling Marte|KCR|57|0|3|2|0|16|4|15|51|1|1|3|0|0.294|0.351|0.353
Bobby Witt Jr.|KCR|226|7|23|23|15|40|23|59|201|2|0|13|1|0.294|0.363|0.473
Jacob Wilson|ATH|168|3|18|19|2|20|5|47|161|1|0|8|0|0.292|0.311|0.398
Chandler Simpson|TBR|204|0|26|12|14|20|10|55|189|2|0|2|4|0.291|0.323|0.344
Brayan Rocchio|CLE|191|4|24|27|9|21|19|48|165|1|4|7|1|0.291|0.376|0.418
Alec Burleson|STL|209|7|24|34|2|34|19|54|186|2|2|12|0|0.29|0.359|0.468
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Elly De La Cruz|CIN|222|11|36|32|9|63|20|58|200|1|1|12|1|0.29|0.356|0.525
Brice Turang|MIL|207|7|40|29|9|45|35|49|169|1|0|10|1|0.29|0.41|0.485
Jake Bauers|MIL|168|7|27|29|4|35|16|44|152|0|0|10|0|0.289|0.357|0.493
Ryan O'Hearn|PIT|182|7|27|29|1|34|19|46|159|2|2|6|0|0.289|0.368|0.459
Carson Kelly|CHC|138|2|16|17|0|25|15|35|121|0|2|6|0|0.289|0.377|0.388
Miguel Andujar|SDP|147|5|16|17|1|26|4|41|142|0|1|11|2|0.289|0.313|0.5
Sam Antonacci|CHW|125|1|19|9|5|16|8|30|104|1|10|5|2|0.288|0.39|0.404
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Corbin Carroll|ARI|199|7|33|26|6|46|28|48|167|2|2|11|6|0.287|0.392|0.551
Ben Rice|NYY|196|16|36|33|2|48|25|48|167|2|2|10|0|0.287|0.383|0.635
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Ezequiel Duran|TEX|147|4|21|23|4|33|12|38|133|1|0|11|1|0.286|0.342|0.474
Kyle Farmer|ATL|15|0|2|3|0|4|0|4|14|1|0|1|0|0.286|0.267|0.357
P.J. Higgins|CIN|16|0|0|3|0|5|1|4|14|1|0|0|0|0.286|0.313|0.286
Jackson Holliday|BAL|8|1|2|2|0|3|1|2|7|0|0|0|0|0.286|0.375|0.714
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Casey Schmitt|SFG|173|9|21|23|3|36|6|46|161|1|5|8|1|0.286|0.329|0.516
Max Schuemann|NYY|19|0|3|1|2|4|5|4|14|0|0|2|0|0.286|0.474|0.429
Braden Shewmake|HOU|58|3|7|7|0|11|1|16|56|0|0|2|0|0.286|0.298|0.482
Joey Wiemer|WSH|83|3|16|12|1|29|12|20|70|0|1|5|1|0.286|0.398|0.514
Kevin McGonigle|DET|219|3|30|17|7|29|31|53|186|0|2|12|2|0.285|0.393|0.419
Jackson Chourio|MIL|71|1|6|5|3|20|4|19|67|0|0|5|0|0.284|0.324|0.403
Andy Pages|LAD|206|10|27|42|6|42|14|53|187|3|2|8|0|0.283|0.335|0.487
Vladimir Guerrero Jr.|TOR|216|3|30|22|4|23|26|52|184|3|3|7|0|0.283|0.375|0.37
Jake McCarthy|COL|124|2|12|19|9|20|8|31|110|2|1|7|3|0.282|0.331|0.455
A.J. Ewing|NYM|42|1|6|4|2|12|8|9|32|0|0|0|1|0.281|0.425|0.438
Jose Fernandez|ARI|137|3|22|14|6|34|5|36|128|0|1|4|0|0.281|0.313|0.383
Nick Kurtz|ATH|230|8|35|37|6|66|50|50|178|0|2|11|1|0.281|0.443|0.489
Mickey Moniak|COL|164|12|21|28|1|40|10|42|150|1|3|9|2|0.28|0.335|0.607
Ceddanne Rafaela|BOS|178|4|21|19|3|39|11|45|161|0|6|8|2|0.28|0.348|0.429
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
TJ Rumfield|COL|205|6|20|26|0|31|18|51|183|1|3|9|1|0.279|0.351|0.437
Ty France|SDP|82|4|9|14|1|15|2|22|79|0|1|3|2|0.278|0.305|0.519
Hunter Feduccia|TBR|65|1|8|6|0|20|7|15|54|1|1|2|0|0.278|0.365|0.37
Miguel Rojas|LAD|79|1|6|7|0|8|4|20|72|2|0|3|0|0.278|0.308|0.361
Jeff McNeil|ATH|174|2|15|15|1|25|13|43|155|2|3|9|0|0.277|0.341|0.374
Oswald Peraza|LAA|144|6|15|12|5|34|8|36|130|0|5|6|1|0.277|0.343|0.477
Brandon Nimmo|TEX|212|6|22|18|1|41|19|52|188|1|4|9|2|0.277|0.354|0.441
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Jesús Sánchez|TOR|159|5|16|22|1|30|7|40|145|4|3|7|0|0.276|0.314|0.428
Nolan Arenado|ARI|179|7|26|25|1|33|16|43|157|2|4|10|0|0.274|0.352|0.471
Brendan Donovan|SEA|101|3|9|8|1|15|11|23|84|1|5|4|1|0.274|0.386|0.452
Spencer Horwitz|PIT|167|4|17|22|1|24|24|38|139|3|1|7|1|0.273|0.377|0.424
Liam Hicks|MIA|182|9|22|42|1|18|13|44|161|4|4|4|0|0.273|0.335|0.466
Spencer Steer|CIN|191|7|27|18|3|38|15|47|172|1|3|9|0|0.273|0.34|0.448
Cody Bellinger|NYY|220|6|32|32|5|27|34|50|183|3|0|13|3|0.273|0.382|0.475
Travis Bazzana|CLE|92|2|10|9|7|17|13|21|77|0|2|1|0|0.273|0.391|0.364
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Colt Keith|DET|152|0|18|6|1|34|8|39|143|0|1|8|0|0.273|0.316|0.329
Shohei Ohtani|LAD|219|8|33|27|6|50|35|48|176|3|4|11|1|0.273|0.399|0.483
Weston Wilson|BAL|40|1|6|3|2|10|6|9|33|0|1|1|0|0.273|0.4|0.394
Daulton Varsho|TOR|192|5|23|16|4|38|17|47|173|0|2|11|1|0.272|0.344|0.434
Adley Rutschman|BAL|140|7|16|26|0|22|9|35|129|1|1|10|0|0.271|0.321|0.512
Konnor Griffin|PIT|182|3|25|20|11|50|11|45|166|2|3|8|2|0.271|0.324|0.398
Richie Palacios|TBR|103|1|13|14|7|22|14|23|85|1|3|3|0|0.271|0.388|0.341
Ozzie Albies|ATL|224|8|34|27|0|27|17|54|200|4|3|8|0|0.27|0.33|0.43
Mauricio Dubón|ATL|196|3|21|29|0|32|12|49|182|0|2|12|2|0.269|0.321|0.407
Willson Contreras|BOS|202|10|23|31|1|53|20|46|171|3|8|6|2|0.269|0.366|0.503
Jonny DeLuca|TBR|125|2|17|19|6|26|5|32|119|0|0|11|0|0.269|0.298|0.412
Jung Hoo Lee|SFG|193|3|20|17|0|22|10|48|179|2|2|10|1|0.268|0.311|0.385
Ben Williamson|TBR|127|0|19|14|4|24|14|30|112|0|0|6|1|0.268|0.349|0.339
Samuel Basallo|BAL|154|7|19|18|0|42|12|38|142|0|0|7|1|0.268|0.325|0.479
Junior Caminero|TBR|215|13|32|27|0|35|27|50|187|1|0|5|0|0.267|0.358|0.503
Matt Olson|ATL|229|14|37|42|1|55|25|54|202|2|0|16|0|0.267|0.345|0.554
Daylen Lile|WSH|227|7|32|26|4|40|17|55|206|3|1|14|0|0.267|0.322|0.437
Heliot Ramos|SFG|176|4|19|20|0|47|10|44|165|1|0|12|1|0.267|0.307|0.424
Bryce Harper|PHI|213|12|29|31|3|38|27|49|184|2|0|10|1|0.266|0.357|0.527
José Caballero|NYY|151|4|18|13|13|29|8|37|139|0|4|7|0|0.266|0.325|0.403
Chase DeLauter|CLE|199|7|19|30|2|22|24|46|173|2|0|10|1|0.266|0.352|0.457
Teoscar Hernández|LAD|187|6|26|25|1|51|17|44|166|2|2|8|0|0.265|0.337|0.422
Sal Stewart|CIN|218|12|31|34|10|39|27|50|189|2|0|9|0|0.265|0.353|0.503
Hyeseong Kim|LAD|119|1|13|10|5|27|11|28|106|1|0|3|1|0.264|0.331|0.34
Kyle Isbel|KCR|140|3|14|10|5|33|8|33|125|0|3|6|1|0.264|0.324|0.4
Byron Buxton|MIN|199|16|35|26|4|50|13|48|182|1|3|9|1|0.264|0.322|0.588
Leody Taveras|BAL|135|2|16|19|3|28|18|30|114|0|1|7|1|0.263|0.368|0.395
Jonathan Aranda|TBR|212|8|28|38|0|50|29|46|175|5|3|8|0|0.263|0.368|0.446
Brandon Lowe|PIT|202|13|30|32|0|44|25|46|175|1|1|11|1|0.263|0.356|0.56
Chase Meidroth|CHW|203|3|31|12|1|48|22|46|175|2|0|9|0|0.263|0.342|0.366
Iván Herrera|STL|223|6|28|24|1|38|29|48|183|2|9|12|0|0.262|0.386|0.426
Freddie Freeman|LAD|208|6|19|23|1|33|23|48|184|0|1|13|1|0.261|0.346|0.44
Julio Rodríguez|SEA|226|8|27|21|5|50|17|54|207|0|2|11|0|0.261|0.323|0.43
Seiya Suzuki|CHC|161|7|22|18|0|41|20|36|138|1|2|4|0|0.261|0.36|0.442
Nick Fortes|TBR|125|1|10|9|0|19|3|31|119|0|3|5|0|0.261|0.296|0.328
Keibert Ruiz|WSH|101|4|12|22|1|15|2|25|96|2|1|11|0|0.26|0.277|0.5
Maikel Garcia|KCR|217|3|26|18|4|31|19|51|196|2|0|13|1|0.26|0.323|0.383
Dalton Rushing|LAD|87|7|14|17|0|24|7|20|77|0|3|2|0|0.26|0.345|0.558
Christian Yelich|MIL|84|3|13|13|3|23|7|20|77|0|0|4|1|0.26|0.321|0.455
Nathaniel Lowe|CIN|115|6|12|20|0|29|11|27|104|0|0|8|0|0.26|0.33|0.51
Nico Hoerner|CHC|232|4|23|30|10|18|24|52|201|3|4|13|0|0.259|0.345|0.383
Joey Bart|PIT|62|2|9|6|0|21|2|15|58|1|1|1|0|0.259|0.29|0.379
Alejandro Osuna|TEX|72|0|7|7|1|12|9|15|58|0|5|2|0|0.259|0.403|0.293
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Jared Triolo|PIT|63|0|3|3|1|13|3|15|58|0|1|2|0|0.259|0.306|0.293
Luke Raley|SEA|137|10|19|27|1|48|8|32|124|0|4|4|1|0.258|0.324|0.548
Christian Vázquez|HOU|104|4|9|16|0|17|9|24|93|0|0|4|0|0.258|0.324|0.43
Max Muncy|LAD|190|12|36|19|0|49|26|42|163|0|1|6|0|0.258|0.363|0.515
Carson Benge|NYM|181|3|25|17|8|35|13|43|167|0|1|7|0|0.257|0.315|0.353
Tyler Freeman|COL|116|2|9|14|4|15|3|26|101|0|8|2|0|0.257|0.33|0.337
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Paul Goldschmidt|NYY|95|5|15|14|0|20|10|21|82|0|3|5|1|0.256|0.358|0.524
Andruw Monasterio|BOS|88|1|9|10|1|17|6|21|82|0|0|8|0|0.256|0.307|0.39
Darell Hernaiz|ATH|100|1|11|7|3|17|11|22|86|0|1|1|0|0.256|0.347|0.302
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Taylor Ward|BAL|229|2|32|14|1|47|47|46|180|1|1|15|0|0.256|0.41|0.372
Masataka Yoshida|BOS|105|0|8|6|1|9|12|23|90|1|2|5|1|0.256|0.352|0.333
Isiah Kiner-Falefa|BOS|52|0|6|4|3|9|4|12|47|0|0|1|0|0.255|0.314|0.277
Nolan Schanuel|LAA|205|4|18|23|0|33|13|48|188|2|2|11|0|0.255|0.307|0.378
Connor Wong|BOS|63|0|5|7|1|13|4|14|55|0|2|6|0|0.255|0.328|0.364
Jeremy Peña|HOU|64|0|6|1|1|10|3|15|59|1|1|4|0|0.254|0.297|0.322
Christian Walker|HOU|211|11|28|31|0|43|18|48|189|1|3|10|0|0.254|0.327|0.481
James Wood|WSH|246|13|44|34|7|74|41|51|201|0|4|14|0|0.254|0.39|0.517
Gavin Sheets|SDP|155|9|20|23|3|31|16|35|138|0|1|10|0|0.254|0.335|0.522
Ronald Acuña Jr.|ATL|170|2|22|11|7|33|23|36|142|2|3|9|1|0.254|0.365|0.373
Jeremiah Jackson|BAL|156|6|12|25|1|33|3|38|150|2|1|6|0|0.253|0.269|0.413
Luis García Jr.|WSH|161|3|18|22|2|25|6|39|154|1|0|9|2|0.253|0.28|0.396
Oneil Cruz|PIT|226|10|36|33|16|80|18|52|206|0|2|10|0|0.252|0.319|0.447
Alex Bregman|CHC|228|4|22|16|2|39|25|50|200|1|2|6|1|0.25|0.338|0.35
Vidal Bruján|NYM|5|0|3|1|0|0|1|1|4|0|0|0|0|0.25|0.4|0.25
Justin Crawford|PHI|159|2|12|12|7|31|13|36|144|0|2|7|2|0.25|0.321|0.368
Austin Hedges|CLE|75|1|11|4|1|15|8|16|64|1|0|4|0|0.25|0.329|0.359
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Jake Mangum|PIT|99|0|14|5|5|21|8|22|88|0|1|2|0|0.25|0.32|0.273
Angel Martínez|CLE|179|9|24|26|8|35|6|41|164|1|4|8|1|0.25|0.291|0.476
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Josh Naylor|SEA|208|5|15|22|12|32|18|47|188|1|1|5|0|0.25|0.317|0.356
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Tristan Peters|CHW|134|2|13|12|4|30|10|30|120|0|1|6|1|0.25|0.313|0.367
Yohel Pozo|STL|28|0|0|5|0|2|0|7|28|0|0|1|0|0.25|0.25|0.286
Amed Rosario|NYY|89|4|10|16|0|19|6|20|80|3|0|3|1|0.25|0.292|0.463
Javier Sanoja|MIA|113|1|5|18|3|13|9|26|104|0|0|7|0|0.25|0.31|0.346
Jose Siri|LAA|8|0|2|0|0|4|0|2|8|0|0|1|0|0.25|0.25|0.375
Myles Straw|TOR|91|2|18|6|2|14|9|20|80|1|0|3|0|0.25|0.322|0.363
Jo Adell|LAA|216|7|17|28|2|50|7|50|201|2|6|7|0|0.249|0.292|0.388
Willi Castro|COL|156|2|22|16|3|47|13|35|141|1|1|8|0|0.248|0.314|0.348
Trevor Larnach|MIN|136|2|18|13|2|23|22|28|113|0|1|6|1|0.248|0.375|0.372
David Hamilton|MIL|131|0|21|8|10|25|15|27|109|0|1|2|1|0.248|0.344|0.284
Kyle Tucker|LAD|210|4|32|24|4|40|29|44|178|2|1|13|0|0.247|0.352|0.388
Jac Caglianone|KCR|164|5|18|10|0|49|12|37|150|0|2|9|1|0.247|0.311|0.42
Miguel Amaya|CHC|87|3|14|9|0|18|10|18|73|0|3|2|0|0.247|0.36|0.397
Nathan Church|STL|156|5|17|18|4|33|6|36|146|2|2|6|0|0.247|0.282|0.39
Will Smith|LAD|161|4|16|19|0|28|15|35|142|3|1|3|0|0.246|0.317|0.352
Daniel Schneemann|CLE|150|4|18|19|3|43|16|33|134|0|0|9|0|0.246|0.327|0.403
Munetaka Murakami|CHW|217|17|35|36|0|71|40|43|175|1|1|3|0|0.246|0.387|0.554
Jose Altuve|HOU|185|4|27|12|1|35|19|40|163|1|1|10|0|0.245|0.326|0.38
Randal Grichuk|CHW|56|4|12|10|0|13|1|13|53|1|1|4|0|0.245|0.268|0.547
Masyn Winn|STL|183|1|18|17|4|36|16|39|159|3|5|8|2|0.245|0.328|0.34
Gabriel Moreno|ARI|109|2|14|14|3|23|8|24|98|2|1|7|0|0.245|0.303|0.378
Aaron Judge|NYY|230|16|40|30|5|67|38|46|188|0|2|8|0|0.245|0.377|0.543
Jake Burger|TEX|198|9|22|33|1|51|12|45|184|1|1|8|0|0.245|0.293|0.435
Jazz Chisholm Jr.|NYY|206|5|22|19|12|60|20|45|184|1|1|9|1|0.245|0.32|0.386
Isaac Paredes|HOU|191|5|19|20|0|33|17|41|168|0|6|7|0|0.244|0.335|0.375
Bryan Reynolds|PIT|219|4|30|32|3|50|34|44|181|1|3|8|2|0.243|0.37|0.376
Zack Gelof|ATH|116|6|20|17|6|26|6|26|107|0|1|3|1|0.243|0.289|0.458
Xander Bogaerts|SDP|196|7|22|24|7|35|18|43|177|1|0|3|0|0.243|0.311|0.379
Adam Frazier|LAA|79|1|13|6|0|23|6|17|70|0|1|5|1|0.243|0.312|0.386
David Fry|CLE|83|3|11|8|0|23|13|17|70|0|0|2|0|0.243|0.361|0.4
Dane Myers|CIN|83|3|15|11|2|23|10|17|70|1|2|2|0|0.243|0.349|0.4
Dylan Beavers|BAL|119|2|16|12|3|28|14|25|103|1|0|7|0|0.243|0.331|0.369
Dominic Canzone|SEA|119|4|14|19|1|26|12|25|103|2|2|8|0|0.243|0.328|0.437
Brooks Lee|MIN|183|5|21|24|3|35|12|41|169|0|1|6|1|0.243|0.297|0.379
Blaze Alexander|BAL|110|0|11|6|6|32|7|24|99|0|1|4|1|0.242|0.299|0.303
Matt Shaw|CHC|104|3|10|12|3|18|6|23|95|1|1|6|0|0.242|0.291|0.4
José Tena|WSH|103|3|16|13|0|31|7|23|95|0|1|7|1|0.242|0.301|0.432
Eli White|ATL|66|2|9|10|1|13|2|15|62|1|1|2|1|0.242|0.273|0.403
Hunter Goodman|COL|194|11|29|19|3|68|13|43|178|0|3|8|0|0.242|0.304|0.472
Francisco Alvarez|NYM|128|4|12|10|0|28|11|27|112|1|2|5|0|0.241|0.317|0.393
Moisés Ballesteros|CHC|124|6|14|20|0|24|10|27|112|2|0|5|0|0.241|0.298|0.446
Rafael Devers|SFG|210|6|19|20|0|64|13|47|195|2|0|12|0|0.241|0.286|0.395
Ketel Marte|ARI|203|7|27|22|0|31|15|45|187|1|0|8|2|0.241|0.296|0.417
Fernando Tatis Jr.|SDP|210|0|19|15|12|49|21|44|183|4|1|5|1|0.24|0.316|0.279
Tristan Gray|MIN|84|3|9|14|0|27|6|18|75|1|1|1|0|0.24|0.301|0.373
Eric Haase|SFG|26|2|5|4|0|7|1|6|25|0|0|2|0|0.24|0.269|0.56
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
JJ Wetherholt|STL|221|9|35|24|6|40|25|44|184|2|10|5|0|0.239|0.357|0.413
Joc Pederson|TEX|140|3|16|11|0|33|22|27|113|3|1|5|0|0.239|0.36|0.363
Mike Trout|LAA|230|12|38|25|5|54|47|43|180|0|3|8|0|0.239|0.404|0.483
Cole Young|SEA|204|3|21|26|2|45|18|43|180|1|5|9|1|0.239|0.324|0.35
Andrew Benintendi|CHW|162|3|17|23|1|46|11|35|147|3|0|8|2|0.238|0.286|0.381
Yainer Diaz|HOU|106|2|7|14|0|16|3|24|101|2|0|5|0|0.238|0.255|0.347
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Miguel Vargas|CHW|212|11|35|29|8|36|32|41|173|2|5|7|1|0.237|0.368|0.48
Brett Baty|NYM|171|3|19|21|2|45|15|36|152|2|1|7|1|0.237|0.306|0.355
Jorbit Vivas|WSH|111|0|14|4|0|16|9|22|93|2|4|6|0|0.237|0.324|0.301
José Ramírez|CLE|234|8|30|24|20|33|37|46|195|1|1|11|0|0.236|0.359|0.415
Nick Allen|HOU|37|0|7|0|0|6|3|8|34|0|0|1|0|0.235|0.297|0.265
Jhonny Pereda|SEA|19|1|3|1|0|5|1|4|17|0|1|0|0|0.235|0.316|0.412
Garrett Stubbs|PHI|21|0|3|1|0|4|1|4|17|1|2|0|0|0.235|0.333|0.235
Dillon Dingler|DET|186|9|19|29|0|40|14|39|166|0|4|10|0|0.235|0.31|0.458
Alex Freeland|LAD|112|2|11|8|0|32|11|23|98|1|0|4|0|0.235|0.309|0.337
Trea Turner|PHI|222|5|32|16|9|47|16|48|205|1|0|9|0|0.234|0.288|0.351
Willy Adames|SFG|211|5|20|16|1|61|9|47|201|0|1|14|0|0.234|0.27|0.378
Curtis Mead|WSH|127|5|20|17|3|20|18|25|107|0|2|8|0|0.234|0.354|0.449
Andrés Giménez|TOR|175|5|13|27|6|32|6|38|163|2|3|7|1|0.233|0.27|0.38
Luke Keaschall|MIN|201|1|22|18|10|32|19|41|176|2|4|8|1|0.233|0.318|0.307
Dustin Harris|HOU|52|0|6|5|4|7|6|10|43|1|1|1|1|0.233|0.333|0.302
Austin Hays|CHW|44|1|3|7|0|13|1|10|43|0|0|1|0|0.233|0.25|0.326
Derek Hill|CHW|63|3|9|6|6|18|6|13|56|0|0|0|0|0.232|0.306|0.393
Mike Yastrzemski|ATL|152|3|22|14|1|38|12|32|138|0|2|7|1|0.232|0.303|0.362
Jake Fraley|TBR|90|2|6|5|3|25|8|19|82|0|0|7|0|0.232|0.3|0.39
Brandon Valenzuela|TOR|93|4|12|10|1|24|10|19|82|0|0|1|0|0.232|0.315|0.39
Josh Bell|MIN|194|5|24|29|1|44|15|41|177|1|1|8|0|0.232|0.294|0.362
Bryson Stott|PHI|169|5|15|23|10|30|9|36|156|1|1|8|2|0.231|0.275|0.404
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Kody Clemens|MIN|145|4|16|12|5|35|12|29|126|0|5|10|0|0.23|0.322|0.405
Agustín Ramírez|MIA|129|2|14|14|3|28|13|26|113|1|2|5|1|0.23|0.318|0.345
Roman Anthony|BOS|130|1|12|5|2|33|20|25|109|0|1|5|1|0.229|0.354|0.321
Pete Alonso|BAL|218|10|29|32|2|53|23|44|192|2|1|12|0|0.229|0.312|0.448
Jake Meyers|HOU|54|1|5|4|1|12|4|11|48|1|1|2|0|0.229|0.296|0.333
Michael Busch|CHC|219|4|20|27|1|48|34|41|179|2|4|11|1|0.229|0.361|0.369
