name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Andrew Alvarez|WSH|4.3|1|0|0|0.0|0.92|5|0|0|0|4|0|0|16
Tejay Antone|CIN|1.0|0|0|0|0.0|0.0|2|0|0|0|0|0|0|3
Mason Barnett|ATH|2.0|0|0|0|0.0|1.5|1|0|0|0|1|2|0|9
Mason Black|KCR|4.7|0|0|0|0.0|1.93|5|0|0|0|7|2|0|22
Matt Brash|SEA|11.3|2|0|4|0.0|0.44|8|0|0|0|3|2|1|38
Carlos Carrasco|ATL|2.3|0|0|0|0.0|0.43|2|0|0|0|1|0|0|8
Eric Cerantola|KCR|1.0|0|0|0|0.0|2.0|2|0|0|0|1|1|0|4
Gavin Collyer|TEX|7.3|1|0|0|0.0|0.82|7|0|0|0|3|3|3|29
Nick Davila|SEA|1.0|0|0|0|0.0|2.0|1|0|0|0|1|1|0|4
Duncan Davitt|CHW|1.0|0|0|0|0.0|1.0|0|0|0|0|0|1|0|3
Josh Ekness|MIA|2.0|0|0|0|0.0|0.0|2|0|0|0|0|0|0|6
Jose Espada|BAL|1.0|0|0|0|0.0|2.0|0|0|0|0|2|0|0|4
Lazaro Estrada|TOR|4.0|0|0|0|0.0|0.5|3|0|0|0|0|2|0|14
Adam Frazier|LAA|0.3|0|0|0|0.0|6.0|0|0|0|0|1|1|0|3
Alec Gamboa|BOS|1.0|0|0|0|0.0|0.0|2|0|0|0|0|0|0|3
Brandyn Garcia|ARI|3.0|0|0|0|0.0|0.0|4|0|0|0|0|0|0|9
Joey Gerber|NYM|2.0|0|0|0|0.0|1.5|5|0|0|0|2|1|0|9
Peyton Gray|TEX|6.0|0|0|0|0.0|1.5|5|0|0|0|4|5|0|27
Ryan Gusto|MIA|1.0|0|0|1|0.0|0.0|1|0|0|0|0|0|0|3
Seth Halvorsen|COL|2.0|0|0|2|0.0|1.0|2|0|0|0|0|2|0|8
Brenan Hanifee|DET|6.7|0|0|0|0.0|0.9|4|0|0|0|5|1|0|25
Austin Hedges|CLE|0.3|0|0|0|0.0|0.0|0|0|0|0|0|0|0|1
Tim Herrin|CLE|10.3|0|0|0|0.0|1.35|5|0|0|0|8|6|1|46
P.J. Higgins|CIN|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
Raisel Iglesias|ATL|9.7|0|6|0|0.0|0.72|13|0|0|0|6|1|0|35
Alek Jacob|SDP|2.0|1|0|0|0.0|1.0|3|0|0|0|1|1|1|9
William Kempner|MIA|1.0|0|0|0|0.0|0.0|1|0|0|0|0|0|0|3
John Klein|MIN|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Jared Koenig|MIL|2.3|0|0|1|0.0|2.14|4|0|0|0|3|2|0|13
Christian Koss|SFG|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Ty Madden|DET|5.0|0|0|0|0.0|0.8|7|0|0|0|4|0|0|20
Easton McGee|MIL|2.0|0|0|0|0.0|1.0|1|0|0|0|1|1|0|6
Reese McGuire|CHW|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Anthony Molina|ATL|2.0|0|0|0|0.0|0.5|0|0|0|0|0|1|0|6
Daniel Palencia|CHC|6.0|1|1|0|0.0|1.0|5|0|0|0|4|2|0|23
Joel Peguero|SFG|2.0|0|0|0|0.0|0.5|1|0|0|0|1|0|0|7
Eduardo Rivera|BOS|3.3|0|0|0|0.0|0.3|3|0|0|0|1|0|0|10
Ethan Roberts|CHC|2.7|0|0|0|0.0|0.38|2|0|0|0|1|0|2|10
Jake Rogers|DET|1.0|0|0|0|0.0|2.0|1|0|0|0|2|0|0|5
Kendry Rojas|MIN|2.0|0|0|0|0.0|2.5|0|0|0|0|2|3|0|8
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Tyler Samaniego|BOS|13.0|0|0|0|0.0|1.08|11|0|0|0|8|6|1|52
Justin Slaten|BOS|3.3|0|0|2|0.0|1.2|5|0|0|0|2|2|0|14
Brock Stewart|LAD|1.0|0|0|0|0.0|0.0|2|0|0|0|0|0|0|3
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Trent Thornton|CHC|1.0|1|0|0|0.0|0.0|0|0|0|0|0|0|0|2
Tyler Tolbert|KCR|0.7|0|0|0|0.0|1.5|0|0|0|0|1|0|0|2
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Louis Varland|TOR|18.7|1|4|3|0.48|1.13|29|0|0|1|14|7|0|73
Kyle Finnegan|DET|17.7|1|1|4|0.51|1.25|13|1|0|1|10|12|0|70
Rico Garcia|BAL|17.0|3|2|6|0.53|0.41|19|1|0|1|1|6|0|57
John King|MIA|15.7|1|0|3|0.57|0.51|14|1|0|1|3|5|2|56
Robert Suarez|ATL|15.7|3|4|4|0.57|0.89|16|0|0|1|12|2|0|59
Aroldis Chapman|BOS|11.7|0|7|0|0.77|0.86|14|0|0|1|7|3|1|44
Hunter Brown|HOU|10.7|1|0|0|0.84|1.03|17|0|1|1|5|6|0|43
Chase Shugart|PHI|10.7|2|0|0|0.84|1.03|9|1|0|1|9|2|2|42
Jacob Latz|TEX|18.7|0|3|2|0.96|0.48|16|1|0|2|5|4|0|66
Trey Yesavage|TOR|9.3|1|0|0|0.96|1.29|9|0|0|1|9|3|0|40
